"kommune","parti","stemmer"
"1504 Ålesund","Høyre",5703
"1504 Ålesund","Kristelig Folkeparti",3948
"1504 Ålesund","Senterpartiet",798
"1504 Ålesund","Sosialistisk Venstreparti",516
"1504 Ålesund","Venstre",1333
"1504 Ålesund","Norges Kommunistiske Parti",9
"1504 Ålesund","Rød valgallianse",112
"1504 Ålesund","Frie Folkevalgte",12
"1504 Ålesund","Det nye Folkepartiet (1973-1977)",391
"1504 Ålesund","Ensliges parti",13
"1504 Ålesund","Norges demokratiske parti",8
"1511 Vanylven","Arbeiderpartiet",393
"1511 Vanylven","Fremskrittspartiet",26
"1511 Vanylven","Høyre",338
"1511 Vanylven","Kristelig Folkeparti",651
"1511 Vanylven","Senterpartiet",464
"1511 Vanylven","Sosialistisk Venstreparti",27
"1511 Vanylven","Venstre",186
"1511 Vanylven","Rød valgallianse",5
"1511 Vanylven","Frie Folkevalgte",2
"1511 Vanylven","Det nye Folkepartiet (1973-1977)",21
"1511 Vanylven","Ensliges parti",4
"1511 Vanylven","Norges demokratiske parti",1
"1514 Sande (M. og R.)","Arbeiderpartiet",241
"1514 Sande (M. og R.)","Fremskrittspartiet",20
"1514 Sande (M. og R.)","Høyre",240
"1514 Sande (M. og R.)","Kristelig Folkeparti",690
"1514 Sande (M. og R.)","Senterpartiet",191
"1514 Sande (M. og R.)","Sosialistisk Venstreparti",30
"1514 Sande (M. og R.)","Venstre",477
"1514 Sande (M. og R.)","Norges Kommunistiske Parti",2
"1514 Sande (M. og R.)","Rød valgallianse",4
"1514 Sande (M. og R.)","Det nye Folkepartiet (1973-1977)",4
"1514 Sande (M. og R.)","Ensliges parti",1
"1514 Sande (M. og R.)","Norges demokratiske parti",1
"1515 Herøy (M. og R.)","Arbeiderpartiet",836
"1515 Herøy (M. og R.)","Fremskrittspartiet",41
"1515 Herøy (M. og R.)","Høyre",817
"1515 Herøy (M. og R.)","Kristelig Folkeparti",1608
"1515 Herøy (M. og R.)","Senterpartiet",328
"1515 Herøy (M. og R.)","Sosialistisk Venstreparti",49
"1515 Herøy (M. og R.)","Venstre",436
"1515 Herøy (M. og R.)","Norges Kommunistiske Parti",2
"1515 Herøy (M. og R.)","Rød valgallianse",8
"1515 Herøy (M. og R.)","Frie Folkevalgte",3
"1515 Herøy (M. og R.)","Det nye Folkepartiet (1973-1977)",38
"1515 Herøy (M. og R.)","Ensliges parti",5
"1515 Herøy (M. og R.)","Norges demokratiske parti",1
"1516 Ulstein","Arbeiderpartiet",472
"1516 Ulstein","Fremskrittspartiet",39
"1516 Ulstein","Høyre",653
"1516 Ulstein","Kristelig Folkeparti",873
"1516 Ulstein","Senterpartiet",276
"1516 Ulstein","Sosialistisk Venstreparti",54
"1516 Ulstein","Venstre",289
"1516 Ulstein","Rød valgallianse",11
"1516 Ulstein","Frie Folkevalgte",2
"1516 Ulstein","Det nye Folkepartiet (1973-1977)",50
"1516 Ulstein","Ensliges parti",2
"1516 Ulstein","Norges demokratiske parti",3
"1517 Hareid","Arbeiderpartiet",393
"1517 Hareid","Fremskrittspartiet",30
"1517 Hareid","Høyre",554
"1517 Hareid","Kristelig Folkeparti",710
"1517 Hareid","Senterpartiet",211
"1517 Hareid","Sosialistisk Venstreparti",63
"1517 Hareid","Venstre",322
"1517 Hareid","Norges Kommunistiske Parti",3
"1517 Hareid","Rød valgallianse",9
"1517 Hareid","Frie Folkevalgte",1
"1517 Hareid","Det nye Folkepartiet (1973-1977)",21
"1517 Hareid","Norges demokratiske parti",2
"1519 Volda","Arbeiderpartiet",854
"1519 Volda","Fremskrittspartiet",31
"1519 Volda","Høyre",646
"1519 Volda","Kristelig Folkeparti",1398
"1519 Volda","Senterpartiet",720
"1519 Volda","Sosialistisk Venstreparti",166
"1519 Volda","Venstre",517
"1519 Volda","Norges Kommunistiske Parti",3
"1519 Volda","Rød valgallianse",34
"1519 Volda","Det nye Folkepartiet (1973-1977)",71
"1519 Volda","Ensliges parti",4
"1519 Volda","Norges demokratiske parti",3
"1520 Ørsta","Arbeiderpartiet",1141
"1520 Ørsta","Fremskrittspartiet",79
"1520 Ørsta","Høyre",754
"1520 Ørsta","Kristelig Folkeparti",1410
"1520 Ørsta","Senterpartiet",977
"1520 Ørsta","Sosialistisk Venstreparti",192
"1520 Ørsta","Venstre",432
"1520 Ørsta","Rød valgallianse",23
"1520 Ørsta","Frie Folkevalgte",4
"1520 Ørsta","Det nye Folkepartiet (1973-1977)",392
"1520 Ørsta","Ensliges parti",5
"1520 Ørsta","Norges demokratiske parti",4
"1523 Ørskog","Arbeiderpartiet",234
"1523 Ørskog","Fremskrittspartiet",49
"1523 Ørskog","Høyre",180
"1523 Ørskog","Kristelig Folkeparti",225
"1523 Ørskog","Senterpartiet",180
"1523 Ørskog","Sosialistisk Venstreparti",15
"1523 Ørskog","Venstre",85
"1523 Ørskog","Rød valgallianse",2
"1523 Ørskog","Det nye Folkepartiet (1973-1977)",16
"1524 Norddal","Arbeiderpartiet",171
"1524 Norddal","Fremskrittspartiet",14
"1524 Norddal","Høyre",88
"1524 Norddal","Kristelig Folkeparti",286
"1524 Norddal","Senterpartiet",470
"1524 Norddal","Sosialistisk Venstreparti",26
"1524 Norddal","Venstre",97
"1524 Norddal","Rød valgallianse",9
"1524 Norddal","Det nye Folkepartiet (1973-1977)",6
"1525 Stranda","Arbeiderpartiet",683
"1525 Stranda","Fremskrittspartiet",11
"1525 Stranda","Høyre",533
"1525 Stranda","Kristelig Folkeparti",733
"1525 Stranda","Senterpartiet",517
"1525 Stranda","Sosialistisk Venstreparti",46
"1525 Stranda","Venstre",170
"1525 Stranda","Rød valgallianse",7
"1525 Stranda","Det nye Folkepartiet (1973-1977)",59
"1525 Stranda","Ensliges parti",2
"1525 Stranda","Norges demokratiske parti",1
"1526 Stordal","Arbeiderpartiet",103
"1526 Stordal","Fremskrittspartiet",9
"1526 Stordal","Høyre",93
"1526 Stordal","Kristelig Folkeparti",158
"1526 Stordal","Senterpartiet",163
"1526 Stordal","Sosialistisk Venstreparti",8
"1526 Stordal","Venstre",54
"1526 Stordal","Rød valgallianse",3
"1526 Stordal","Det nye Folkepartiet (1973-1977)",2
"1526 Stordal","Ensliges parti",2
"1526 Stordal","Norges demokratiske parti",1
"1528 Sykkylven","Arbeiderpartiet",813
"1528 Sykkylven","Fremskrittspartiet",70
"1528 Sykkylven","Høyre",612
"1528 Sykkylven","Kristelig Folkeparti",896
"1528 Sykkylven","Senterpartiet",700
"1528 Sykkylven","Sosialistisk Venstreparti",55
"1528 Sykkylven","Venstre",178
"1528 Sykkylven","Rød valgallianse",14
"1528 Sykkylven","Frie Folkevalgte",2
"1528 Sykkylven","Det nye Folkepartiet (1973-1977)",35
"1528 Sykkylven","Ensliges parti",1
"1528 Sykkylven","Norges demokratiske parti",2
"1529 Skodje","Arbeiderpartiet",318
"1529 Skodje","Fremskrittspartiet",15
"1529 Skodje","Høyre",276
"1529 Skodje","Kristelig Folkeparti",398
"1529 Skodje","Senterpartiet",229
"1529 Skodje","Sosialistisk Venstreparti",24
"1529 Skodje","Venstre",139
"1529 Skodje","Rød valgallianse",2
"1529 Skodje","Det nye Folkepartiet (1973-1977)",5
"1529 Skodje","Ensliges parti",1
"1531 Sula","Arbeiderpartiet",759
"1531 Sula","Fremskrittspartiet",41
"1531 Sula","Høyre",744
"1531 Sula","Kristelig Folkeparti",1263
"1531 Sula","Senterpartiet",223
"1531 Sula","Sosialistisk Venstreparti",62
"1531 Sula","Venstre",235
"1531 Sula","Norges Kommunistiske Parti",1
"1531 Sula","Rød valgallianse",9
"1531 Sula","Frie Folkevalgte",1
"1531 Sula","Det nye Folkepartiet (1973-1977)",75
"1531 Sula","Ensliges parti",1
"1532 Giske","Arbeiderpartiet",444
"1532 Giske","Fremskrittspartiet",40
"1532 Giske","Høyre",721
"1532 Giske","Kristelig Folkeparti",1091
"1532 Giske","Senterpartiet",325
"1532 Giske","Sosialistisk Venstreparti",39
"1532 Giske","Venstre",230
"1532 Giske","Rød valgallianse",4
"1532 Giske","Det nye Folkepartiet (1973-1977)",28
"1532 Giske","Ensliges parti",2
"1532 Giske","Norges demokratiske parti",1
"1534 Haram","Arbeiderpartiet",1083
"1534 Haram","Fremskrittspartiet",46
"1534 Haram","Høyre",853
"1534 Haram","Kristelig Folkeparti",1510
"1534 Haram","Senterpartiet",518
"1534 Haram","Sosialistisk Venstreparti",116
"1534 Haram","Venstre",488
"1534 Haram","Norges Kommunistiske Parti",1
"1534 Haram","Rød valgallianse",33
"1534 Haram","Det nye Folkepartiet (1973-1977)",56
"1534 Haram","Ensliges parti",2
"1534 Haram","Norges demokratiske parti",4
"1535 Vestnes","Arbeiderpartiet",913
"1535 Vestnes","Fremskrittspartiet",56
"1535 Vestnes","Høyre",506
"1535 Vestnes","Kristelig Folkeparti",780
"1535 Vestnes","Senterpartiet",434
"1535 Vestnes","Sosialistisk Venstreparti",74
"1535 Vestnes","Venstre",211
"1535 Vestnes","Norges Kommunistiske Parti",1
"1535 Vestnes","Rød valgallianse",16
"1535 Vestnes","Det nye Folkepartiet (1973-1977)",40
"1535 Vestnes","Ensliges parti",2
"1535 Vestnes","Norges demokratiske parti",4
"1539 Rauma","Arbeiderpartiet",1637
"1539 Rauma","Fremskrittspartiet",80
"1539 Rauma","Høyre",752
"1539 Rauma","Kristelig Folkeparti",977
"1539 Rauma","Senterpartiet",664
"1539 Rauma","Sosialistisk Venstreparti",110
"1539 Rauma","Venstre",186
"1539 Rauma","Norges Kommunistiske Parti",1
"1539 Rauma","Rød valgallianse",14
"1539 Rauma","Frie Folkevalgte",1
"1539 Rauma","Det nye Folkepartiet (1973-1977)",36
"1539 Rauma","Ensliges parti",3
"1539 Rauma","Norges demokratiske parti",1
"1543 Nesset","Arbeiderpartiet",774
"1543 Nesset","Fremskrittspartiet",24
"1543 Nesset","Høyre",250
"1543 Nesset","Kristelig Folkeparti",449
"1543 Nesset","Senterpartiet",342
"1543 Nesset","Sosialistisk Venstreparti",28
"1543 Nesset","Venstre",85
"1543 Nesset","Rød valgallianse",1
"1543 Nesset","Frie Folkevalgte",1
"1543 Nesset","Det nye Folkepartiet (1973-1977)",8
"1543 Nesset","Ensliges parti",2
"1543 Nesset","Norges demokratiske parti",1
"1545 Midsund","Arbeiderpartiet",305
"1545 Midsund","Fremskrittspartiet",16
"1545 Midsund","Høyre",175
"1545 Midsund","Kristelig Folkeparti",255
"1545 Midsund","Senterpartiet",213
"1545 Midsund","Sosialistisk Venstreparti",44
"1545 Midsund","Venstre",73
"1545 Midsund","Norges Kommunistiske Parti",3
"1545 Midsund","Rød valgallianse",2
"1545 Midsund","Frie Folkevalgte",1
"1545 Midsund","Det nye Folkepartiet (1973-1977)",9
"1545 Midsund","Ensliges parti",1
"1546 Sandøy","Arbeiderpartiet",183
"1546 Sandøy","Fremskrittspartiet",22
"1546 Sandøy","Høyre",167
"1546 Sandøy","Kristelig Folkeparti",314
"1546 Sandøy","Senterpartiet",106
"1546 Sandøy","Sosialistisk Venstreparti",30
"1546 Sandøy","Venstre",72
"1546 Sandøy","Rød valgallianse",6
"1546 Sandøy","Det nye Folkepartiet (1973-1977)",25
"1546 Sandøy","Ensliges parti",1
"1547 Aukra","Arbeiderpartiet",391
"1547 Aukra","Fremskrittspartiet",17
"1547 Aukra","Høyre",275
"1547 Aukra","Kristelig Folkeparti",390
"1547 Aukra","Senterpartiet",243
"1547 Aukra","Sosialistisk Venstreparti",36
"1547 Aukra","Venstre",92
"1547 Aukra","Norges Kommunistiske Parti",2
"1547 Aukra","Rød valgallianse",5
"1547 Aukra","Frie Folkevalgte",1
"1547 Aukra","Det nye Folkepartiet (1973-1977)",17
"1547 Aukra","Ensliges parti",2
"1548 Fræna","Arbeiderpartiet",1218
"1548 Fræna","Fremskrittspartiet",70
"1548 Fræna","Høyre",600
"1548 Fræna","Kristelig Folkeparti",1014
"1548 Fræna","Senterpartiet",973
"1548 Fræna","Sosialistisk Venstreparti",81
"1548 Fræna","Venstre",171
"1548 Fræna","Norges Kommunistiske Parti",4
"1548 Fræna","Rød valgallianse",8
"1548 Fræna","Det nye Folkepartiet (1973-1977)",34
"1548 Fræna","Ensliges parti",3
"1548 Fræna","Norges demokratiske parti",3
"1551 Eide","Arbeiderpartiet",584
"1551 Eide","Fremskrittspartiet",18
"1551 Eide","Høyre",238
"1551 Eide","Kristelig Folkeparti",321
"1551 Eide","Senterpartiet",262
"1551 Eide","Sosialistisk Venstreparti",53
"1551 Eide","Venstre",123
"1551 Eide","Norges Kommunistiske Parti",1
"1551 Eide","Rød valgallianse",1
"1551 Eide","Det nye Folkepartiet (1973-1977)",52
"1554 Averøy","Arbeiderpartiet",1118
"1554 Averøy","Fremskrittspartiet",51
"1554 Averøy","Høyre",273
"1554 Averøy","Kristelig Folkeparti",517
"1554 Averøy","Senterpartiet",519
"1554 Averøy","Sosialistisk Venstreparti",48
"1554 Averøy","Venstre",254
"1554 Averøy","Rød valgallianse",7
"1554 Averøy","Det nye Folkepartiet (1973-1977)",43
"1554 Averøy","Ensliges parti",2
"1554 Averøy","Norges demokratiske parti",2
"1556 Frei (-2007)","Arbeiderpartiet",872
"1556 Frei (-2007)","Fremskrittspartiet",33
"1556 Frei (-2007)","Høyre",254
"1556 Frei (-2007)","Kristelig Folkeparti",308
"1556 Frei (-2007)","Senterpartiet",129
"1556 Frei (-2007)","Sosialistisk Venstreparti",30
"1556 Frei (-2007)","Venstre",158
"1556 Frei (-2007)","Norges Kommunistiske Parti",3
"1556 Frei (-2007)","Rød valgallianse",3
"1556 Frei (-2007)","Det nye Folkepartiet (1973-1977)",12
"1556 Frei (-2007)","Norges demokratiske parti",2
"1557 Gjemnes","Arbeiderpartiet",487
"1557 Gjemnes","Fremskrittspartiet",22
"1557 Gjemnes","Høyre",145
"1557 Gjemnes","Kristelig Folkeparti",389
"1557 Gjemnes","Senterpartiet",480
"1557 Gjemnes","Sosialistisk Venstreparti",22
"1557 Gjemnes","Venstre",74
"1557 Gjemnes","Norges Kommunistiske Parti",2
"1557 Gjemnes","Rød valgallianse",5
"1557 Gjemnes","Det nye Folkepartiet (1973-1977)",14
"1557 Gjemnes","Ensliges parti",2
"1557 Gjemnes","Norges demokratiske parti",1
"1560 Tingvoll","Arbeiderpartiet",864
"1560 Tingvoll","Fremskrittspartiet",8
"1560 Tingvoll","Høyre",175
"1560 Tingvoll","Kristelig Folkeparti",420
"1560 Tingvoll","Senterpartiet",438
"1560 Tingvoll","Sosialistisk Venstreparti",54
"1560 Tingvoll","Venstre",114
"1560 Tingvoll","Norges Kommunistiske Parti",1
"1560 Tingvoll","Rød valgallianse",9
"1560 Tingvoll","Frie Folkevalgte",1
"1560 Tingvoll","Det nye Folkepartiet (1973-1977)",18
"1560 Tingvoll","Norges demokratiske parti",1
"1563 Sunndal","Arbeiderpartiet",2359
"1563 Sunndal","Fremskrittspartiet",39
"1563 Sunndal","Høyre",516
"1563 Sunndal","Kristelig Folkeparti",554
"1563 Sunndal","Senterpartiet",515
"1563 Sunndal","Sosialistisk Venstreparti",244
"1563 Sunndal","Venstre",184
"1563 Sunndal","Norges Kommunistiske Parti",3
"1563 Sunndal","Rød valgallianse",19
"1563 Sunndal","Det nye Folkepartiet (1973-1977)",29
"1563 Sunndal","Ensliges parti",2
"1563 Sunndal","Norges demokratiske parti",4
"1566 Surnadal","Arbeiderpartiet",1612
"1566 Surnadal","Fremskrittspartiet",29
"1566 Surnadal","Høyre",318
"1566 Surnadal","Kristelig Folkeparti",474
"1566 Surnadal","Senterpartiet",780
"1566 Surnadal","Sosialistisk Venstreparti",54
"1566 Surnadal","Venstre",105
"1566 Surnadal","Norges Kommunistiske Parti",5
"1566 Surnadal","Rød valgallianse",3
"1566 Surnadal","Frie Folkevalgte",2
"1566 Surnadal","Det nye Folkepartiet (1973-1977)",14
"1566 Surnadal","Ensliges parti",3
"1566 Surnadal","Norges demokratiske parti",1
"1567 Rindal","Arbeiderpartiet",453
"1567 Rindal","Fremskrittspartiet",3
"1567 Rindal","Høyre",88
"1567 Rindal","Kristelig Folkeparti",225
"1567 Rindal","Senterpartiet",414
"1567 Rindal","Sosialistisk Venstreparti",14
"1567 Rindal","Venstre",25
"1567 Rindal","Rød valgallianse",4
"1567 Rindal","Frie Folkevalgte",1
"1567 Rindal","Det nye Folkepartiet (1973-1977)",5
"1567 Rindal","Ensliges parti",1
"1569 Aure (-2005)","Arbeiderpartiet",550
"1569 Aure (-2005)","Fremskrittspartiet",12
"1569 Aure (-2005)","Høyre",178
"1569 Aure (-2005)","Kristelig Folkeparti",287
"1569 Aure (-2005)","Senterpartiet",362
"1569 Aure (-2005)","Sosialistisk Venstreparti",29
"1569 Aure (-2005)","Venstre",161
"1569 Aure (-2005)","Rød valgallianse",7
"1569 Aure (-2005)","Frie Folkevalgte",2
"1569 Aure (-2005)","Det nye Folkepartiet (1973-1977)",10
"1569 Aure (-2005)","Ensliges parti",1
"1569 Aure (-2005)","Norges demokratiske parti",1
"1571 Halsa","Arbeiderpartiet",571
"1571 Halsa","Fremskrittspartiet",13
"1571 Halsa","Høyre",158
"1571 Halsa","Kristelig Folkeparti",151
"1571 Halsa","Senterpartiet",307
"1571 Halsa","Sosialistisk Venstreparti",21
"1571 Halsa","Venstre",66
"1571 Halsa","Rød valgallianse",5
"1571 Halsa","Frie Folkevalgte",1
"1571 Halsa","Det nye Folkepartiet (1973-1977)",7
"1572 Tustna (-2005)","Arbeiderpartiet",284
"1572 Tustna (-2005)","Fremskrittspartiet",4
"1572 Tustna (-2005)","Høyre",49
"1572 Tustna (-2005)","Kristelig Folkeparti",114
"1572 Tustna (-2005)","Senterpartiet",120
"1572 Tustna (-2005)","Sosialistisk Venstreparti",8
"1572 Tustna (-2005)","Venstre",82
"1572 Tustna (-2005)","Norges Kommunistiske Parti",1
"1572 Tustna (-2005)","Frie Folkevalgte",1
"1572 Tustna (-2005)","Det nye Folkepartiet (1973-1977)",3
"1572 Tustna (-2005)","Ensliges parti",1
"1573 Smøla","Arbeiderpartiet",642
"1573 Smøla","Fremskrittspartiet",7
"1573 Smøla","Høyre",221
"1573 Smøla","Kristelig Folkeparti",285
"1573 Smøla","Senterpartiet",178
"1573 Smøla","Sosialistisk Venstreparti",63
"1573 Smøla","Venstre",179
"1573 Smøla","Norges Kommunistiske Parti",2
"1573 Smøla","Det nye Folkepartiet (1973-1977)",8
"1573 Smøla","Ensliges parti",3
"1601 Trondheim","Arbeiderpartiet",34352
"1601 Trondheim","Fremskrittspartiet",1073
"1601 Trondheim","Høyre",20700
"1601 Trondheim","Senterpartiet",4013
"1601 Trondheim","Sosialistisk Venstreparti",5201
"1601 Trondheim","Norges Kommunistiske Parti",404
"1601 Trondheim","Rød valgallianse",1045
"1601 Trondheim","Frie Folkevalgte",40
"1601 Trondheim","Ensliges parti",106
"1601 Trondheim","Norges demokratiske parti",46
"1601 Trondheim","Fellesliste Venstre",2052
"1601 Trondheim","Fellesliste Kristelig folkeparti",5889
"1601 Trondheim","Fellesliste Det nye Folkepartiet",738
"1612 Hemne","Arbeiderpartiet",982
"1612 Hemne","Fremskrittspartiet",27
"1612 Hemne","Høyre",317
"1612 Hemne","Senterpartiet",478
"1612 Hemne","Sosialistisk Venstreparti",94
"1612 Hemne","Rød valgallianse",3
"1612 Hemne","Frie Folkevalgte",3
"1612 Hemne","Ensliges parti",1
"1612 Hemne","Norges demokratiske parti",2
"1612 Hemne","Fellesliste Venstre",46
"1612 Hemne","Fellesliste Kristelig folkeparti",310
"1612 Hemne","Fellesliste Det nye Folkepartiet",8
"1613 Snillfjord","Arbeiderpartiet",230
"1613 Snillfjord","Fremskrittspartiet",11
"1613 Snillfjord","Høyre",65
"1613 Snillfjord","Senterpartiet",203
"1613 Snillfjord","Sosialistisk Venstreparti",9
"1613 Snillfjord","Norges Kommunistiske Parti",1
"1613 Snillfjord","Rød valgallianse",1
"1613 Snillfjord","Fellesliste Venstre",13
"1613 Snillfjord","Fellesliste Kristelig folkeparti",159
"1613 Snillfjord","Fellesliste Det nye Folkepartiet",2
"1617 Hitra","Arbeiderpartiet",766
"1617 Hitra","Fremskrittspartiet",37
"1617 Hitra","Høyre",488
"1617 Hitra","Senterpartiet",314
"1617 Hitra","Sosialistisk Venstreparti",105
"1617 Hitra","Norges Kommunistiske Parti",7
"1617 Hitra","Rød valgallianse",7
"1617 Hitra","Frie Folkevalgte",1
"1617 Hitra","Ensliges parti",2
"1617 Hitra","Norges demokratiske parti",5
"1617 Hitra","Fellesliste Venstre",68
"1617 Hitra","Fellesliste Kristelig folkeparti",368
"1617 Hitra","Fellesliste Det nye Folkepartiet",12
"1620 Frøya","Arbeiderpartiet",1056
"1620 Frøya","Fremskrittspartiet",34
"1620 Frøya","Høyre",388
"1620 Frøya","Senterpartiet",273
"1620 Frøya","Sosialistisk Venstreparti",66
"1620 Frøya","Norges Kommunistiske Parti",1
"1620 Frøya","Rød valgallianse",7
"1620 Frøya","Ensliges parti",1
"1620 Frøya","Norges demokratiske parti",3
"1620 Frøya","Fellesliste Venstre",156
"1620 Frøya","Fellesliste Kristelig folkeparti",568
"1620 Frøya","Fellesliste Det nye Folkepartiet",7
"1621 Ørland","Arbeiderpartiet",744
"1621 Ørland","Fremskrittspartiet",65
"1621 Ørland","Høyre",608
"1621 Ørland","Senterpartiet",513
"1621 Ørland","Sosialistisk Venstreparti",57
"1621 Ørland","Norges Kommunistiske Parti",1
"1621 Ørland","Rød valgallianse",27
"1621 Ørland","Frie Folkevalgte",2
"1621 Ørland","Ensliges parti",3
"1621 Ørland","Norges demokratiske parti",1
"1621 Ørland","Fellesliste Venstre",74
"1621 Ørland","Fellesliste Kristelig folkeparti",347
"1621 Ørland","Fellesliste Det nye Folkepartiet",59
"1622 Agdenes","Arbeiderpartiet",321
"1622 Agdenes","Fremskrittspartiet",20
"1622 Agdenes","Høyre",157
"1622 Agdenes","Senterpartiet",331
"1622 Agdenes","Sosialistisk Venstreparti",18
"1622 Agdenes","Norges Kommunistiske Parti",2
"1622 Agdenes","Rød valgallianse",1
"1622 Agdenes","Ensliges parti",1
"1622 Agdenes","Norges demokratiske parti",1
"1622 Agdenes","Fellesliste Venstre",28
"1622 Agdenes","Fellesliste Kristelig folkeparti",202
"1622 Agdenes","Fellesliste Det nye Folkepartiet",4
"1624 Rissa","Arbeiderpartiet",1238
"1624 Rissa","Fremskrittspartiet",28
"1624 Rissa","Høyre",431
"1624 Rissa","Senterpartiet",948
"1624 Rissa","Sosialistisk Venstreparti",82
"1624 Rissa","Norges Kommunistiske Parti",7
"1624 Rissa","Rød valgallianse",20
"1624 Rissa","Frie Folkevalgte",4
"1624 Rissa","Ensliges parti",4
"1624 Rissa","Norges demokratiske parti",1
"1624 Rissa","Fellesliste Venstre",114
"1624 Rissa","Fellesliste Kristelig folkeparti",585
"1624 Rissa","Fellesliste Det nye Folkepartiet",58
"1627 Bjugn","Arbeiderpartiet",924
"1627 Bjugn","Fremskrittspartiet",43
"1627 Bjugn","Høyre",464
"1627 Bjugn","Senterpartiet",537
"1627 Bjugn","Sosialistisk Venstreparti",46
"1627 Bjugn","Norges Kommunistiske Parti",1
"1627 Bjugn","Rød valgallianse",13
"1627 Bjugn","Frie Folkevalgte",1
"1627 Bjugn","Ensliges parti",4
"1627 Bjugn","Norges demokratiske parti",1
"1627 Bjugn","Fellesliste Venstre",55
"1627 Bjugn","Fellesliste Kristelig folkeparti",342
