"kommune","parti","stemmer"
"1221 Stord","Kristelig Folkeparti",1419
"1221 Stord","Senterpartiet",356
"1221 Stord","Sosialistisk Venstreparti",285
"1221 Stord","Venstre",313
"1221 Stord","Norges Kommunistiske Parti",10
"1221 Stord","Rød valgallianse",22
"1221 Stord","Frie Folkevalgte",1
"1221 Stord","Det nye Folkepartiet (1973-1977)",198
"1221 Stord","Ensliges parti",5
"1222 Fitjar","Arbeiderpartiet",292
"1222 Fitjar","Fremskrittspartiet",56
"1222 Fitjar","Høyre",317
"1222 Fitjar","Kristelig Folkeparti",572
"1222 Fitjar","Senterpartiet",169
"1222 Fitjar","Sosialistisk Venstreparti",21
"1222 Fitjar","Venstre",31
"1222 Fitjar","Rød valgallianse",3
"1222 Fitjar","Det nye Folkepartiet (1973-1977)",37
"1222 Fitjar","Ensliges parti",1
"1223 Tysnes","Arbeiderpartiet",252
"1223 Tysnes","Fremskrittspartiet",30
"1223 Tysnes","Høyre",323
"1223 Tysnes","Kristelig Folkeparti",532
"1223 Tysnes","Senterpartiet",283
"1223 Tysnes","Sosialistisk Venstreparti",21
"1223 Tysnes","Venstre",52
"1223 Tysnes","Rød valgallianse",5
"1223 Tysnes","Det nye Folkepartiet (1973-1977)",34
"1224 Kvinnherad","Arbeiderpartiet",1765
"1224 Kvinnherad","Fremskrittspartiet",157
"1224 Kvinnherad","Høyre",1197
"1224 Kvinnherad","Kristelig Folkeparti",1653
"1224 Kvinnherad","Senterpartiet",1182
"1224 Kvinnherad","Sosialistisk Venstreparti",158
"1224 Kvinnherad","Venstre",202
"1224 Kvinnherad","Norges Kommunistiske Parti",7
"1224 Kvinnherad","Rød valgallianse",52
"1224 Kvinnherad","Frie Folkevalgte",8
"1224 Kvinnherad","Det nye Folkepartiet (1973-1977)",109
"1224 Kvinnherad","Ensliges parti",4
"1224 Kvinnherad","Norges demokratiske parti",2
"1227 Jondal","Arbeiderpartiet",102
"1227 Jondal","Fremskrittspartiet",19
"1227 Jondal","Høyre",105
"1227 Jondal","Kristelig Folkeparti",293
"1227 Jondal","Senterpartiet",125
"1227 Jondal","Sosialistisk Venstreparti",4
"1227 Jondal","Venstre",30
"1227 Jondal","Rød valgallianse",3
"1227 Jondal","Frie Folkevalgte",1
"1227 Jondal","Det nye Folkepartiet (1973-1977)",18
"1228 Odda","Arbeiderpartiet",2540
"1228 Odda","Fremskrittspartiet",77
"1228 Odda","Høyre",673
"1228 Odda","Kristelig Folkeparti",550
"1228 Odda","Senterpartiet",252
"1228 Odda","Sosialistisk Venstreparti",643
"1228 Odda","Venstre",224
"1228 Odda","Norges Kommunistiske Parti",112
"1228 Odda","Rød valgallianse",123
"1228 Odda","Det nye Folkepartiet (1973-1977)",161
"1228 Odda","Ensliges parti",7
"1231 Ullensvang","Arbeiderpartiet",505
"1231 Ullensvang","Fremskrittspartiet",29
"1231 Ullensvang","Høyre",393
"1231 Ullensvang","Kristelig Folkeparti",332
"1231 Ullensvang","Senterpartiet",623
"1231 Ullensvang","Sosialistisk Venstreparti",56
"1231 Ullensvang","Venstre",177
"1231 Ullensvang","Norges Kommunistiske Parti",2
"1231 Ullensvang","Rød valgallianse",9
"1231 Ullensvang","Det nye Folkepartiet (1973-1977)",27
"1231 Ullensvang","Ensliges parti",2
"1231 Ullensvang","Norges demokratiske parti",1
"1232 Eidfjord","Arbeiderpartiet",343
"1232 Eidfjord","Fremskrittspartiet",23
"1232 Eidfjord","Høyre",101
"1232 Eidfjord","Kristelig Folkeparti",86
"1232 Eidfjord","Senterpartiet",87
"1232 Eidfjord","Sosialistisk Venstreparti",21
"1232 Eidfjord","Venstre",7
"1232 Eidfjord","Norges Kommunistiske Parti",1
"1232 Eidfjord","Rød valgallianse",4
"1232 Eidfjord","Det nye Folkepartiet (1973-1977)",8
"1232 Eidfjord","Ensliges parti",1
"1233 Ulvik","Arbeiderpartiet",246
"1233 Ulvik","Fremskrittspartiet",9
"1233 Ulvik","Høyre",121
"1233 Ulvik","Kristelig Folkeparti",76
"1233 Ulvik","Senterpartiet",179
"1233 Ulvik","Sosialistisk Venstreparti",36
"1233 Ulvik","Venstre",50
"1233 Ulvik","Norges Kommunistiske Parti",1
"1233 Ulvik","Rød valgallianse",6
"1233 Ulvik","Det nye Folkepartiet (1973-1977)",29
"1233 Ulvik","Ensliges parti",1
"1234 Granvin","Arbeiderpartiet",162
"1234 Granvin","Fremskrittspartiet",5
"1234 Granvin","Høyre",73
"1234 Granvin","Kristelig Folkeparti",70
"1234 Granvin","Senterpartiet",224
"1234 Granvin","Sosialistisk Venstreparti",6
"1234 Granvin","Venstre",26
"1234 Granvin","Rød valgallianse",1
"1234 Granvin","Det nye Folkepartiet (1973-1977)",12
"1234 Granvin","Ensliges parti",1
"1235 Voss","Arbeiderpartiet",3212
"1235 Voss","Fremskrittspartiet",89
"1235 Voss","Høyre",1136
"1235 Voss","Kristelig Folkeparti",1285
"1235 Voss","Senterpartiet",1463
"1235 Voss","Sosialistisk Venstreparti",254
"1235 Voss","Venstre",303
"1235 Voss","Norges Kommunistiske Parti",9
"1235 Voss","Rød valgallianse",38
"1235 Voss","Frie Folkevalgte",2
"1235 Voss","Det nye Folkepartiet (1973-1977)",192
"1235 Voss","Ensliges parti",9
"1235 Voss","Norges demokratiske parti",1
"1238 Kvam","Arbeiderpartiet",1337
"1238 Kvam","Fremskrittspartiet",87
"1238 Kvam","Høyre",883
"1238 Kvam","Kristelig Folkeparti",1298
"1238 Kvam","Senterpartiet",827
"1238 Kvam","Sosialistisk Venstreparti",147
"1238 Kvam","Venstre",197
"1238 Kvam","Norges Kommunistiske Parti",2
"1238 Kvam","Rød valgallianse",26
"1238 Kvam","Frie Folkevalgte",1
"1238 Kvam","Det nye Folkepartiet (1973-1977)",152
"1238 Kvam","Ensliges parti",1
"1241 Fusa","Arbeiderpartiet",435
"1241 Fusa","Fremskrittspartiet",49
"1241 Fusa","Høyre",350
"1241 Fusa","Kristelig Folkeparti",661
"1241 Fusa","Senterpartiet",343
"1241 Fusa","Sosialistisk Venstreparti",28
"1241 Fusa","Venstre",91
"1241 Fusa","Norges Kommunistiske Parti",4
"1241 Fusa","Rød valgallianse",2
"1241 Fusa","Frie Folkevalgte",1
"1241 Fusa","Det nye Folkepartiet (1973-1977)",67
"1241 Fusa","Ensliges parti",1
"1241 Fusa","Norges demokratiske parti",2
"1242 Samnanger","Arbeiderpartiet",494
"1242 Samnanger","Fremskrittspartiet",36
"1242 Samnanger","Høyre",177
"1242 Samnanger","Kristelig Folkeparti",347
"1242 Samnanger","Senterpartiet",115
"1242 Samnanger","Sosialistisk Venstreparti",20
"1242 Samnanger","Venstre",36
"1242 Samnanger","Rød valgallianse",2
"1242 Samnanger","Det nye Folkepartiet (1973-1977)",40
"1242 Samnanger","Ensliges parti",1
"1243 Os (Hord.)","Arbeiderpartiet",1488
"1243 Os (Hord.)","Fremskrittspartiet",248
"1243 Os (Hord.)","Høyre",1625
"1243 Os (Hord.)","Kristelig Folkeparti",878
"1243 Os (Hord.)","Senterpartiet",355
"1243 Os (Hord.)","Sosialistisk Venstreparti",110
"1243 Os (Hord.)","Venstre",179
"1243 Os (Hord.)","Norges Kommunistiske Parti",8
"1243 Os (Hord.)","Rød valgallianse",29
"1243 Os (Hord.)","Frie Folkevalgte",3
"1243 Os (Hord.)","Det nye Folkepartiet (1973-1977)",186
"1243 Os (Hord.)","Ensliges parti",6
"1243 Os (Hord.)","Norges demokratiske parti",4
"1244 Austevoll","Arbeiderpartiet",419
"1244 Austevoll","Fremskrittspartiet",56
"1244 Austevoll","Høyre",540
"1244 Austevoll","Kristelig Folkeparti",708
"1244 Austevoll","Senterpartiet",161
"1244 Austevoll","Sosialistisk Venstreparti",30
"1244 Austevoll","Venstre",59
"1244 Austevoll","Rød valgallianse",4
"1244 Austevoll","Det nye Folkepartiet (1973-1977)",84
"1244 Austevoll","Ensliges parti",1
"1244 Austevoll","Norges demokratiske parti",2
"1245 Sund","Arbeiderpartiet",442
"1245 Sund","Fremskrittspartiet",113
"1245 Sund","Høyre",546
"1245 Sund","Kristelig Folkeparti",426
"1245 Sund","Senterpartiet",103
"1245 Sund","Sosialistisk Venstreparti",16
"1245 Sund","Venstre",72
"1245 Sund","Norges Kommunistiske Parti",2
"1245 Sund","Rød valgallianse",7
"1245 Sund","Frie Folkevalgte",1
"1245 Sund","Det nye Folkepartiet (1973-1977)",61
"1245 Sund","Norges demokratiske parti",4
"1246 Fjell","Arbeiderpartiet",1283
"1246 Fjell","Fremskrittspartiet",143
"1246 Fjell","Høyre",1226
"1246 Fjell","Kristelig Folkeparti",1316
"1246 Fjell","Senterpartiet",231
"1246 Fjell","Sosialistisk Venstreparti",96
"1246 Fjell","Venstre",115
"1246 Fjell","Norges Kommunistiske Parti",2
"1246 Fjell","Rød valgallianse",9
"1246 Fjell","Det nye Folkepartiet (1973-1977)",172
"1246 Fjell","Ensliges parti",3
"1246 Fjell","Norges demokratiske parti",2
"1247 Askøy","Arbeiderpartiet",2810
"1247 Askøy","Fremskrittspartiet",228
"1247 Askøy","Høyre",1837
"1247 Askøy","Kristelig Folkeparti",1334
"1247 Askøy","Senterpartiet",121
"1247 Askøy","Sosialistisk Venstreparti",246
"1247 Askøy","Venstre",1330
"1247 Askøy","Norges Kommunistiske Parti",9
"1247 Askøy","Rød valgallianse",47
"1247 Askøy","Frie Folkevalgte",1
"1247 Askøy","Det nye Folkepartiet (1973-1977)",218
"1247 Askøy","Ensliges parti",10
"1247 Askøy","Norges demokratiske parti",3
"1251 Vaksdal","Arbeiderpartiet",1504
"1251 Vaksdal","Fremskrittspartiet",59
"1251 Vaksdal","Høyre",277
"1251 Vaksdal","Kristelig Folkeparti",606
"1251 Vaksdal","Senterpartiet",219
"1251 Vaksdal","Sosialistisk Venstreparti",99
"1251 Vaksdal","Venstre",72
"1251 Vaksdal","Norges Kommunistiske Parti",4
"1251 Vaksdal","Rød valgallianse",8
"1251 Vaksdal","Det nye Folkepartiet (1973-1977)",97
"1251 Vaksdal","Ensliges parti",4
"1251 Vaksdal","Norges demokratiske parti",1
"1252 Modalen","Arbeiderpartiet",22
"1252 Modalen","Fremskrittspartiet",1
"1252 Modalen","Høyre",28
"1252 Modalen","Kristelig Folkeparti",41
"1252 Modalen","Senterpartiet",34
"1252 Modalen","Sosialistisk Venstreparti",4
"1252 Modalen","Venstre",1
"1252 Modalen","Det nye Folkepartiet (1973-1977)",4
"1253 Osterøy","Arbeiderpartiet",1015
"1253 Osterøy","Fremskrittspartiet",109
"1253 Osterøy","Høyre",529
"1253 Osterøy","Kristelig Folkeparti",714
"1253 Osterøy","Senterpartiet",551
"1253 Osterøy","Sosialistisk Venstreparti",103
"1253 Osterøy","Venstre",152
"1253 Osterøy","Norges Kommunistiske Parti",3
"1253 Osterøy","Rød valgallianse",13
"1253 Osterøy","Det nye Folkepartiet (1973-1977)",129
"1253 Osterøy","Ensliges parti",1
"1256 Meland","Arbeiderpartiet",397
"1256 Meland","Fremskrittspartiet",49
"1256 Meland","Høyre",287
"1256 Meland","Kristelig Folkeparti",466
"1256 Meland","Senterpartiet",299
"1256 Meland","Sosialistisk Venstreparti",46
"1256 Meland","Venstre",62
"1256 Meland","Rød valgallianse",3
"1256 Meland","Frie Folkevalgte",1
"1256 Meland","Det nye Folkepartiet (1973-1977)",70
"1256 Meland","Ensliges parti",1
"1256 Meland","Norges demokratiske parti",2
"1259 Øygarden","Arbeiderpartiet",360
"1259 Øygarden","Fremskrittspartiet",17
"1259 Øygarden","Høyre",308
"1259 Øygarden","Kristelig Folkeparti",627
"1259 Øygarden","Senterpartiet",47
"1259 Øygarden","Sosialistisk Venstreparti",26
"1259 Øygarden","Venstre",27
"1259 Øygarden","Rød valgallianse",3
"1259 Øygarden","Frie Folkevalgte",1
"1259 Øygarden","Det nye Folkepartiet (1973-1977)",28
"1259 Øygarden","Ensliges parti",1
"1259 Øygarden","Norges demokratiske parti",1
"1260 Radøy","Arbeiderpartiet",719
"1260 Radøy","Fremskrittspartiet",47
"1260 Radøy","Høyre",332
"1260 Radøy","Kristelig Folkeparti",591
"1260 Radøy","Senterpartiet",350
"1260 Radøy","Sosialistisk Venstreparti",42
"1260 Radøy","Venstre",75
"1260 Radøy","Norges Kommunistiske Parti",2
"1260 Radøy","Rød valgallianse",8
"1260 Radøy","Frie Folkevalgte",3
"1260 Radøy","Det nye Folkepartiet (1973-1977)",96
"1260 Radøy","Norges demokratiske parti",2
"1263 Lindås","Arbeiderpartiet",1028
"1263 Lindås","Fremskrittspartiet",142
"1263 Lindås","Høyre",1083
"1263 Lindås","Kristelig Folkeparti",1442
"1263 Lindås","Senterpartiet",861
"1263 Lindås","Sosialistisk Venstreparti",83
"1263 Lindås","Venstre",192
"1263 Lindås","Norges Kommunistiske Parti",2
"1263 Lindås","Rød valgallianse",11
"1263 Lindås","Det nye Folkepartiet (1973-1977)",132
"1263 Lindås","Ensliges parti",3
"1263 Lindås","Norges demokratiske parti",1
"1264 Austrheim","Arbeiderpartiet",266
"1264 Austrheim","Fremskrittspartiet",23
"1264 Austrheim","Høyre",377
"1264 Austrheim","Kristelig Folkeparti",400
"1264 Austrheim","Senterpartiet",89
"1264 Austrheim","Sosialistisk Venstreparti",9
"1264 Austrheim","Venstre",22
"1264 Austrheim","Det nye Folkepartiet (1973-1977)",61
"1264 Austrheim","Norges demokratiske parti",1
"1265 Fedje","Arbeiderpartiet",140
"1265 Fedje","Fremskrittspartiet",10
"1265 Fedje","Høyre",80
"1265 Fedje","Kristelig Folkeparti",180
"1265 Fedje","Senterpartiet",25
"1265 Fedje","Sosialistisk Venstreparti",4
"1265 Fedje","Venstre",7
"1265 Fedje","Frie Folkevalgte",1
"1265 Fedje","Det nye Folkepartiet (1973-1977)",32
"1266 Masfjorden","Arbeiderpartiet",229
"1266 Masfjorden","Fremskrittspartiet",33
"1266 Masfjorden","Høyre",165
"1266 Masfjorden","Kristelig Folkeparti",399
"1266 Masfjorden","Senterpartiet",130
"1266 Masfjorden","Sosialistisk Venstreparti",20
"1266 Masfjorden","Venstre",43
"1266 Masfjorden","Norges Kommunistiske Parti",1
"1266 Masfjorden","Rød valgallianse",1
"1266 Masfjorden","Det nye Folkepartiet (1973-1977)",27
"1401 Flora","Arbeiderpartiet",1571
"1401 Flora","Fremskrittspartiet",80
"1401 Flora","Høyre",869
"1401 Flora","Kristelig Folkeparti",772
"1401 Flora","Senterpartiet",356
"1401 Flora","Sosialistisk Venstreparti",247
"1401 Flora","Venstre",513
"1401 Flora","Rød valgallianse",25
"1401 Flora","Frie Folkevalgte",1
"1401 Flora","Det nye Folkepartiet (1973-1977)",55
"1401 Flora","Ensliges parti",5
"1401 Flora","Norges demokratiske parti",7
"1411 Gulen","Arbeiderpartiet",327
"1411 Gulen","Fremskrittspartiet",14
"1411 Gulen","Høyre",367
"1411 Gulen","Kristelig Folkeparti",422
"1411 Gulen","Senterpartiet",266
"1411 Gulen","Sosialistisk Venstreparti",21
"1411 Gulen","Venstre",46
"1411 Gulen","Rød valgallianse",8
"1411 Gulen","Det nye Folkepartiet (1973-1977)",24
"1411 Gulen","Ensliges parti",1
"1411 Gulen","Norges demokratiske parti",2
"1412 Solund","Arbeiderpartiet",122
"1412 Solund","Fremskrittspartiet",10
"1412 Solund","Høyre",182
"1412 Solund","Kristelig Folkeparti",156
"1412 Solund","Senterpartiet",99
"1412 Solund","Sosialistisk Venstreparti",11
"1412 Solund","Venstre",18
"1412 Solund","Rød valgallianse",2
"1412 Solund","Det nye Folkepartiet (1973-1977)",22
"1412 Solund","Ensliges parti",2
"1413 Hyllestad","Arbeiderpartiet",310
"1413 Hyllestad","Fremskrittspartiet",13
"1413 Hyllestad","Høyre",171
"1413 Hyllestad","Kristelig Folkeparti",229
"1413 Hyllestad","Senterpartiet",173
"1413 Hyllestad","Sosialistisk Venstreparti",12
"1413 Hyllestad","Venstre",25
"1413 Hyllestad","Rød valgallianse",5
"1413 Hyllestad","Det nye Folkepartiet (1973-1977)",20
"1413 Hyllestad","Ensliges parti",1
"1413 Hyllestad","Norges demokratiske parti",3
"1416 Høyanger","Arbeiderpartiet",1620
"1416 Høyanger","Fremskrittspartiet",21
"1416 Høyanger","Høyre",410
"1416 Høyanger","Kristelig Folkeparti",383
"1416 Høyanger","Senterpartiet",291
"1416 Høyanger","Sosialistisk Venstreparti",104
"1416 Høyanger","Venstre",73
"1416 Høyanger","Rød valgallianse",23
"1416 Høyanger","Frie Folkevalgte",1
"1416 Høyanger","Det nye Folkepartiet (1973-1977)",49
"1416 Høyanger","Ensliges parti",1
"1416 Høyanger","Norges demokratiske parti",6
"1417 Vik","Arbeiderpartiet",422
"1417 Vik","Fremskrittspartiet",7
"1417 Vik","Høyre",278
"1417 Vik","Kristelig Folkeparti",215
"1417 Vik","Senterpartiet",428
"1417 Vik","Sosialistisk Venstreparti",15
"1417 Vik","Venstre",35
"1417 Vik","Rød valgallianse",3
"1417 Vik","Frie Folkevalgte",5
"1417 Vik","Det nye Folkepartiet (1973-1977)",7
"1418 Balestrand","Arbeiderpartiet",248
"1418 Balestrand","Fremskrittspartiet",6
"1418 Balestrand","Høyre",207
"1418 Balestrand","Kristelig Folkeparti",236
"1418 Balestrand","Senterpartiet",245
"1418 Balestrand","Sosialistisk Venstreparti",24
"1418 Balestrand","Venstre",82
"1418 Balestrand","Rød valgallianse",8
"1418 Balestrand","Det nye Folkepartiet (1973-1977)",11
"1419 Leikanger","Arbeiderpartiet",623
"1419 Leikanger","Fremskrittspartiet",1
"1419 Leikanger","Høyre",358
"1419 Leikanger","Kristelig Folkeparti",277
"1419 Leikanger","Senterpartiet",207
"1419 Leikanger","Sosialistisk Venstreparti",35
"1419 Leikanger","Venstre",100
"1419 Leikanger","Rød valgallianse",3
"1419 Leikanger","Det nye Folkepartiet (1973-1977)",16
"1419 Leikanger","Norges demokratiske parti",1
"1420 Sogndal","Arbeiderpartiet",877
"1420 Sogndal","Fremskrittspartiet",10
"1420 Sogndal","Høyre",548
"1420 Sogndal","Kristelig Folkeparti",530
"1420 Sogndal","Senterpartiet",432
"1420 Sogndal","Sosialistisk Venstreparti",83
"1420 Sogndal","Venstre",161
"1420 Sogndal","Rød valgallianse",9
"1420 Sogndal","Det nye Folkepartiet (1973-1977)",32
"1420 Sogndal","Ensliges parti",2
"1420 Sogndal","Norges demokratiske parti",1
"1421 Aurland","Arbeiderpartiet",481
"1421 Aurland","Fremskrittspartiet",13
"1421 Aurland","Høyre",204
"1421 Aurland","Kristelig Folkeparti",134
"1421 Aurland","Senterpartiet",242
"1421 Aurland","Sosialistisk Venstreparti",20
"1421 Aurland","Venstre",40
"1421 Aurland","Rød valgallianse",3
"1421 Aurland","Frie Folkevalgte",1
"1421 Aurland","Det nye Folkepartiet (1973-1977)",11
"1421 Aurland","Norges demokratiske parti",4
"1422 Lærdal","Arbeiderpartiet",538
"1422 Lærdal","Fremskrittspartiet",3
"1422 Lærdal","Høyre",172
"1422 Lærdal","Kristelig Folkeparti",108
"1422 Lærdal","Senterpartiet",278
"1422 Lærdal","Sosialistisk Venstreparti",43
"1422 Lærdal","Venstre",54
"1422 Lærdal","Rød valgallianse",7
"1422 Lærdal","Frie Folkevalgte",1
"1422 Lærdal","Det nye Folkepartiet (1973-1977)",18
"1424 Årdal","Arbeiderpartiet",2907
"1424 Årdal","Fremskrittspartiet",15
"1424 Årdal","Høyre",357
"1424 Årdal","Kristelig Folkeparti",200
"1424 Årdal","Senterpartiet",121
"1424 Årdal","Sosialistisk Venstreparti",161
"1424 Årdal","Venstre",74
"1424 Årdal","Rød valgallianse",18
"1424 Årdal","Det nye Folkepartiet (1973-1977)",57
"1424 Årdal","Ensliges parti",1
"1424 Årdal","Norges demokratiske parti",7
"1426 Luster","Arbeiderpartiet",1299
"1426 Luster","Fremskrittspartiet",9
"1426 Luster","Høyre",265
"1426 Luster","Kristelig Folkeparti",625
"1426 Luster","Senterpartiet",602
"1426 Luster","Sosialistisk Venstreparti",37
"1426 Luster","Venstre",67
"1426 Luster","Rød valgallianse",4
"1426 Luster","Frie Folkevalgte",1
"1426 Luster","Det nye Folkepartiet (1973-1977)",10
"1426 Luster","Norges demokratiske parti",4
"1428 Askvoll","Arbeiderpartiet",378
"1428 Askvoll","Fremskrittspartiet",22
"1428 Askvoll","Høyre",296
"1428 Askvoll","Kristelig Folkeparti",518
"1428 Askvoll","Senterpartiet",324
"1428 Askvoll","Sosialistisk Venstreparti",23
"1428 Askvoll","Venstre",64
"1428 Askvoll","Rød valgallianse",4
"1428 Askvoll","Frie Folkevalgte",2
"1428 Askvoll","Det nye Folkepartiet (1973-1977)",32
"1428 Askvoll","Ensliges parti",2
"1429 Fjaler","Arbeiderpartiet",694
"1429 Fjaler","Fremskrittspartiet",11
"1429 Fjaler","Høyre",263
"1429 Fjaler","Kristelig Folkeparti",361
"1429 Fjaler","Senterpartiet",378
"1429 Fjaler","Sosialistisk Venstreparti",54
"1429 Fjaler","Venstre",62
"1429 Fjaler","Rød valgallianse",15
"1429 Fjaler","Frie Folkevalgte",1
"1429 Fjaler","Det nye Folkepartiet (1973-1977)",91
"1429 Fjaler","Ensliges parti",2
"1430 Gaular","Arbeiderpartiet",344
"1430 Gaular","Fremskrittspartiet",9
"1430 Gaular","Høyre",250
"1430 Gaular","Kristelig Folkeparti",551
"1430 Gaular","Senterpartiet",356
"1430 Gaular","Sosialistisk Venstreparti",21
"1430 Gaular","Venstre",26
"1430 Gaular","Rød valgallianse",12
"1430 Gaular","Det nye Folkepartiet (1973-1977)",13
"1430 Gaular","Ensliges parti",1
"1430 Gaular","Norges demokratiske parti",1
"1431 Jølster","Arbeiderpartiet",295
"1431 Jølster","Fremskrittspartiet",4
"1431 Jølster","Høyre",239
"1431 Jølster","Kristelig Folkeparti",499
"1431 Jølster","Senterpartiet",466
"1431 Jølster","Sosialistisk Venstreparti",29
"1431 Jølster","Venstre",37
"1431 Jølster","Rød valgallianse",5
"1431 Jølster","Frie Folkevalgte",1
"1431 Jølster","Det nye Folkepartiet (1973-1977)",23
"1431 Jølster","Ensliges parti",1
"1431 Jølster","Norges demokratiske parti",2
"1432 Førde","Arbeiderpartiet",882
"1432 Førde","Fremskrittspartiet",26
"1432 Førde","Høyre",707
"1432 Førde","Kristelig Folkeparti",836
"1432 Førde","Senterpartiet",445
"1432 Førde","Sosialistisk Venstreparti",74
"1432 Førde","Venstre",108
"1432 Førde","Rød valgallianse",42
"1432 Førde","Det nye Folkepartiet (1973-1977)",109
"1432 Førde","Ensliges parti",1
"1432 Førde","Norges demokratiske parti",1
"1433 Naustdal","Arbeiderpartiet",253
"1433 Naustdal","Fremskrittspartiet",12
"1433 Naustdal","Høyre",284
"1433 Naustdal","Kristelig Folkeparti",368
"1433 Naustdal","Senterpartiet",327
"1433 Naustdal","Sosialistisk Venstreparti",20
"1433 Naustdal","Venstre",43
"1433 Naustdal","Rød valgallianse",8
"1433 Naustdal","Frie Folkevalgte",1
"1433 Naustdal","Det nye Folkepartiet (1973-1977)",26
"1438 Bremanger","Arbeiderpartiet",928
"1438 Bremanger","Fremskrittspartiet",25
"1438 Bremanger","Høyre",616
"1438 Bremanger","Kristelig Folkeparti",669
"1438 Bremanger","Senterpartiet",297
"1438 Bremanger","Sosialistisk Venstreparti",46
"1438 Bremanger","Venstre",166
"1438 Bremanger","Rød valgallianse",8
"1438 Bremanger","Frie Folkevalgte",1
"1438 Bremanger","Det nye Folkepartiet (1973-1977)",28
"1438 Bremanger","Ensliges parti",3
"1438 Bremanger","Norges demokratiske parti",4
"1439 Vågsøy","Arbeiderpartiet",975
"1439 Vågsøy","Fremskrittspartiet",59
"1439 Vågsøy","Høyre",1101
"1439 Vågsøy","Kristelig Folkeparti",782
"1439 Vågsøy","Senterpartiet",189
"1439 Vågsøy","Sosialistisk Venstreparti",32
"1439 Vågsøy","Venstre",185
"1439 Vågsøy","Rød valgallianse",9
"1439 Vågsøy","Det nye Folkepartiet (1973-1977)",78
"1439 Vågsøy","Ensliges parti",3
"1439 Vågsøy","Norges demokratiske parti",4
"1441 Selje","Arbeiderpartiet",295
"1441 Selje","Fremskrittspartiet",28
"1441 Selje","Høyre",444
"1441 Selje","Kristelig Folkeparti",627
"1441 Selje","Senterpartiet",185
"1441 Selje","Sosialistisk Venstreparti",18
"1441 Selje","Venstre",130
"1441 Selje","Rød valgallianse",3
"1441 Selje","Det nye Folkepartiet (1973-1977)",16
"1441 Selje","Ensliges parti",1
"1443 Eid","Arbeiderpartiet",553
"1443 Eid","Fremskrittspartiet",16
"1443 Eid","Høyre",618
"1443 Eid","Kristelig Folkeparti",435
"1443 Eid","Senterpartiet",750
"1443 Eid","Sosialistisk Venstreparti",38
"1443 Eid","Venstre",220
"1443 Eid","Rød valgallianse",8
"1443 Eid","Det nye Folkepartiet (1973-1977)",30
"1443 Eid","Ensliges parti",1
"1443 Eid","Norges demokratiske parti",2
"1444 Hornindal","Arbeiderpartiet",149
"1444 Hornindal","Fremskrittspartiet",5
"1444 Hornindal","Høyre",88
"1444 Hornindal","Kristelig Folkeparti",60
"1444 Hornindal","Senterpartiet",226
"1444 Hornindal","Sosialistisk Venstreparti",3
"1444 Hornindal","Venstre",106
"1444 Hornindal","Det nye Folkepartiet (1973-1977)",7
"1444 Hornindal","Ensliges parti",3
"1445 Gloppen","Arbeiderpartiet",557
"1445 Gloppen","Fremskrittspartiet",11
"1445 Gloppen","Høyre",529
"1445 Gloppen","Kristelig Folkeparti",854
"1445 Gloppen","Senterpartiet",1164
"1445 Gloppen","Sosialistisk Venstreparti",58
"1445 Gloppen","Venstre",315
"1445 Gloppen","Rød valgallianse",12
"1445 Gloppen","Frie Folkevalgte",2
"1445 Gloppen","Det nye Folkepartiet (1973-1977)",74
"1445 Gloppen","Ensliges parti",4
"1449 Stryn","Arbeiderpartiet",641
"1449 Stryn","Fremskrittspartiet",37
"1449 Stryn","Høyre",680
"1449 Stryn","Kristelig Folkeparti",581
"1449 Stryn","Senterpartiet",1335
"1449 Stryn","Sosialistisk Venstreparti",34
"1449 Stryn","Venstre",132
"1449 Stryn","Rød valgallianse",30
"1449 Stryn","Frie Folkevalgte",2
"1449 Stryn","Det nye Folkepartiet (1973-1977)",22
"1449 Stryn","Ensliges parti",1
"1449 Stryn","Norges demokratiske parti",1
"1502 Molde","Arbeiderpartiet",4026
"1502 Molde","Fremskrittspartiet",148
"1502 Molde","Høyre",2599
"1502 Molde","Kristelig Folkeparti",2380
"1502 Molde","Senterpartiet",977
"1502 Molde","Sosialistisk Venstreparti",484
"1502 Molde","Venstre",614
"1502 Molde","Norges Kommunistiske Parti",18
"1502 Molde","Rød valgallianse",90
"1502 Molde","Frie Folkevalgte",5
"1502 Molde","Det nye Folkepartiet (1973-1977)",192
"1502 Molde","Ensliges parti",9
"1502 Molde","Norges demokratiske parti",9
"1503 Kristiansund  (-2007)","Arbeiderpartiet",5445
"1503 Kristiansund  (-2007)","Fremskrittspartiet",147
"1503 Kristiansund  (-2007)","Høyre",2285
"1503 Kristiansund  (-2007)","Kristelig Folkeparti",966
"1503 Kristiansund  (-2007)","Senterpartiet",149
"1503 Kristiansund  (-2007)","Sosialistisk Venstreparti",354
"1503 Kristiansund  (-2007)","Venstre",1210
"1503 Kristiansund  (-2007)","Norges Kommunistiske Parti",41
"1503 Kristiansund  (-2007)","Rød valgallianse",58
"1503 Kristiansund  (-2007)","Frie Folkevalgte",6
"1503 Kristiansund  (-2007)","Det nye Folkepartiet (1973-1977)",80
"1503 Kristiansund  (-2007)","Ensliges parti",7
"1503 Kristiansund  (-2007)","Norges demokratiske parti",3
"1504 Ålesund","Arbeiderpartiet",6476
"1504 Ålesund","Fremskrittspartiet",262
