"kommune","parti","stemmer"
"1702 Steinkjer","Anders Langes parti (1973)",208
"1702 Steinkjer","Ensliges parti",10
"1702 Steinkjer","Kvinnenes frie folkevalgte",11
"1702 Steinkjer","Norges demokratiske parti",9
"1702 Steinkjer","Sosialistisk Valgforbund (1973)",852
"1702 Steinkjer","Fellesliste Venstre",886
"1702 Steinkjer","Fellesliste Kristelig folkeparti",474
"1702 Steinkjer","Fellesliste Høyre",705
"1702 Steinkjer","Fellesliste Senterpartiet",2921
"1703 Namsos","Arbeiderpartiet",2160
"1703 Namsos","Rød valgallianse",23
"1703 Namsos","Det nye Folkepartiet (1973-1977)",259
"1703 Namsos","Anders Langes parti (1973)",194
"1703 Namsos","Ensliges parti",9
"1703 Namsos","Kvinnenes frie folkevalgte",5
"1703 Namsos","Norges demokratiske parti",9
"1703 Namsos","Sosialistisk Valgforbund (1973)",1050
"1703 Namsos","Fellesliste Venstre",323
"1703 Namsos","Fellesliste Kristelig folkeparti",554
"1703 Namsos","Fellesliste Høyre",516
"1703 Namsos","Fellesliste Senterpartiet",687
"1711 Meråker","Arbeiderpartiet",865
"1711 Meråker","Rød valgallianse",5
"1711 Meråker","Det nye Folkepartiet (1973-1977)",24
"1711 Meråker","Anders Langes parti (1973)",43
"1711 Meråker","Ensliges parti",3
"1711 Meråker","Kvinnenes frie folkevalgte",1
"1711 Meråker","Norges demokratiske parti",5
"1711 Meråker","Sosialistisk Valgforbund (1973)",284
"1711 Meråker","Fellesliste Venstre",189
"1711 Meråker","Fellesliste Kristelig folkeparti",85
"1711 Meråker","Fellesliste Høyre",67
"1711 Meråker","Fellesliste Senterpartiet",101
"1714 Stjørdal","Arbeiderpartiet",2923
"1714 Stjørdal","Rød valgallianse",41
"1714 Stjørdal","Det nye Folkepartiet (1973-1977)",314
"1714 Stjørdal","Anders Langes parti (1973)",302
"1714 Stjørdal","Ensliges parti",11
"1714 Stjørdal","Kvinnenes frie folkevalgte",7
"1714 Stjørdal","Norges demokratiske parti",9
"1714 Stjørdal","Sosialistisk Valgforbund (1973)",661
"1714 Stjørdal","Fellesliste Venstre",438
"1714 Stjørdal","Fellesliste Kristelig folkeparti",770
"1714 Stjørdal","Fellesliste Høyre",465
"1714 Stjørdal","Fellesliste Senterpartiet",1785
"1717 Frosta","Arbeiderpartiet",445
"1717 Frosta","Rød valgallianse",1
"1717 Frosta","Det nye Folkepartiet (1973-1977)",35
"1717 Frosta","Anders Langes parti (1973)",30
"1717 Frosta","Kvinnenes frie folkevalgte",1
"1717 Frosta","Norges demokratiske parti",3
"1717 Frosta","Sosialistisk Valgforbund (1973)",48
"1717 Frosta","Fellesliste Venstre",100
"1717 Frosta","Fellesliste Kristelig folkeparti",191
"1717 Frosta","Fellesliste Høyre",63
"1717 Frosta","Fellesliste Senterpartiet",418
"1718 Leksvik","Arbeiderpartiet",526
"1718 Leksvik","Rød valgallianse",4
"1718 Leksvik","Det nye Folkepartiet (1973-1977)",18
"1718 Leksvik","Anders Langes parti (1973)",49
"1718 Leksvik","Sosialistisk Valgforbund (1973)",59
"1718 Leksvik","Fellesliste Venstre",45
"1718 Leksvik","Fellesliste Kristelig folkeparti",252
"1718 Leksvik","Fellesliste Høyre",96
"1718 Leksvik","Fellesliste Senterpartiet",598
"1719 Levanger","Arbeiderpartiet",2736
"1719 Levanger","Rød valgallianse",26
"1719 Levanger","Det nye Folkepartiet (1973-1977)",245
"1719 Levanger","Anders Langes parti (1973)",186
"1719 Levanger","Ensliges parti",6
"1719 Levanger","Kvinnenes frie folkevalgte",5
"1719 Levanger","Norges demokratiske parti",3
"1719 Levanger","Sosialistisk Valgforbund (1973)",651
"1719 Levanger","Fellesliste Venstre",757
"1719 Levanger","Fellesliste Kristelig folkeparti",847
"1719 Levanger","Fellesliste Høyre",579
"1719 Levanger","Fellesliste Senterpartiet",1711
"1721 Verdal","Arbeiderpartiet",2298
"1721 Verdal","Rød valgallianse",20
"1721 Verdal","Det nye Folkepartiet (1973-1977)",162
"1721 Verdal","Anders Langes parti (1973)",111
"1721 Verdal","Ensliges parti",6
"1721 Verdal","Kvinnenes frie folkevalgte",5
"1721 Verdal","Norges demokratiske parti",4
"1721 Verdal","Sosialistisk Valgforbund (1973)",942
"1721 Verdal","Fellesliste Venstre",311
"1721 Verdal","Fellesliste Kristelig folkeparti",302
"1721 Verdal","Fellesliste Høyre",296
"1721 Verdal","Fellesliste Senterpartiet",1322
"1723 Mosvik  (-2011)","Arbeiderpartiet",185
"1723 Mosvik  (-2011)","Rød valgallianse",1
"1723 Mosvik  (-2011)","Det nye Folkepartiet (1973-1977)",3
"1723 Mosvik  (-2011)","Anders Langes parti (1973)",6
"1723 Mosvik  (-2011)","Sosialistisk Valgforbund (1973)",28
"1723 Mosvik  (-2011)","Fellesliste Venstre",9
"1723 Mosvik  (-2011)","Fellesliste Kristelig folkeparti",118
"1723 Mosvik  (-2011)","Fellesliste Høyre",15
"1723 Mosvik  (-2011)","Fellesliste Senterpartiet",190
"1724 Verran","Arbeiderpartiet",924
"1724 Verran","Rød valgallianse",3
"1724 Verran","Det nye Folkepartiet (1973-1977)",57
"1724 Verran","Anders Langes parti (1973)",34
"1724 Verran","Ensliges parti",5
"1724 Verran","Kvinnenes frie folkevalgte",1
"1724 Verran","Norges demokratiske parti",2
"1724 Verran","Sosialistisk Valgforbund (1973)",311
"1724 Verran","Fellesliste Venstre",99
"1724 Verran","Fellesliste Kristelig folkeparti",106
"1724 Verran","Fellesliste Høyre",56
"1724 Verran","Fellesliste Senterpartiet",313
"1725 Namdalseid","Arbeiderpartiet",275
"1725 Namdalseid","Rød valgallianse",5
"1725 Namdalseid","Det nye Folkepartiet (1973-1977)",17
"1725 Namdalseid","Anders Langes parti (1973)",13
"1725 Namdalseid","Ensliges parti",1
"1725 Namdalseid","Kvinnenes frie folkevalgte",4
"1725 Namdalseid","Norges demokratiske parti",1
"1725 Namdalseid","Sosialistisk Valgforbund (1973)",43
"1725 Namdalseid","Fellesliste Venstre",132
"1725 Namdalseid","Fellesliste Kristelig folkeparti",95
"1725 Namdalseid","Fellesliste Høyre",22
"1725 Namdalseid","Fellesliste Senterpartiet",364
"1729 Inderøy (-2011)","Arbeiderpartiet",1125
"1729 Inderøy (-2011)","Rød valgallianse",1
"1729 Inderøy (-2011)","Det nye Folkepartiet (1973-1977)",23
"1729 Inderøy (-2011)","Anders Langes parti (1973)",35
"1729 Inderøy (-2011)","Ensliges parti",1
"1729 Inderøy (-2011)","Kvinnenes frie folkevalgte",2
"1729 Inderøy (-2011)","Norges demokratiske parti",2
"1729 Inderøy (-2011)","Sosialistisk Valgforbund (1973)",193
"1729 Inderøy (-2011)","Fellesliste Venstre",204
"1729 Inderøy (-2011)","Fellesliste Kristelig folkeparti",191
"1729 Inderøy (-2011)","Fellesliste Høyre",69
"1729 Inderøy (-2011)","Fellesliste Senterpartiet",982
"1736 Snåase - Snåsa","Arbeiderpartiet",487
"1736 Snåase - Snåsa","Rød valgallianse",7
"1736 Snåase - Snåsa","Det nye Folkepartiet (1973-1977)",41
"1736 Snåase - Snåsa","Anders Langes parti (1973)",15
"1736 Snåase - Snåsa","Ensliges parti",1
"1736 Snåase - Snåsa","Kvinnenes frie folkevalgte",2
"1736 Snåase - Snåsa","Norges demokratiske parti",4
"1736 Snåase - Snåsa","Sosialistisk Valgforbund (1973)",134
"1736 Snåase - Snåsa","Fellesliste Venstre",80
"1736 Snåase - Snåsa","Fellesliste Kristelig folkeparti",30
"1736 Snåase - Snåsa","Fellesliste Høyre",56
"1736 Snåase - Snåsa","Fellesliste Senterpartiet",654
"1738 Lierne","Arbeiderpartiet",267
"1738 Lierne","Det nye Folkepartiet (1973-1977)",74
"1738 Lierne","Anders Langes parti (1973)",23
"1738 Lierne","Ensliges parti",1
"1738 Lierne","Kvinnenes frie folkevalgte",1
"1738 Lierne","Sosialistisk Valgforbund (1973)",34
"1738 Lierne","Fellesliste Venstre",94
"1738 Lierne","Fellesliste Kristelig folkeparti",90
"1738 Lierne","Fellesliste Høyre",30
"1738 Lierne","Fellesliste Senterpartiet",241
"1739 Raarvihke - Røyrvik","Arbeiderpartiet",156
"1739 Raarvihke - Røyrvik","Det nye Folkepartiet (1973-1977)",4
"1739 Raarvihke - Røyrvik","Anders Langes parti (1973)",5
"1739 Raarvihke - Røyrvik","Norges demokratiske parti",1
"1739 Raarvihke - Røyrvik","Sosialistisk Valgforbund (1973)",29
"1739 Raarvihke - Røyrvik","Fellesliste Venstre",70
"1739 Raarvihke - Røyrvik","Fellesliste Kristelig folkeparti",49
"1739 Raarvihke - Røyrvik","Fellesliste Høyre",3
"1739 Raarvihke - Røyrvik","Fellesliste Senterpartiet",61
"1740 Namsskogan","Arbeiderpartiet",440
"1740 Namsskogan","Rød valgallianse",5
"1740 Namsskogan","Det nye Folkepartiet (1973-1977)",28
"1740 Namsskogan","Anders Langes parti (1973)",13
"1740 Namsskogan","Ensliges parti",1
"1740 Namsskogan","Kvinnenes frie folkevalgte",2
"1740 Namsskogan","Sosialistisk Valgforbund (1973)",89
"1740 Namsskogan","Fellesliste Venstre",29
"1740 Namsskogan","Fellesliste Kristelig folkeparti",60
"1740 Namsskogan","Fellesliste Høyre",20
"1740 Namsskogan","Fellesliste Senterpartiet",141
"1742 Grong","Arbeiderpartiet",569
"1742 Grong","Rød valgallianse",2
"1742 Grong","Det nye Folkepartiet (1973-1977)",30
"1742 Grong","Anders Langes parti (1973)",15
"1742 Grong","Ensliges parti",2
"1742 Grong","Kvinnenes frie folkevalgte",2
"1742 Grong","Norges demokratiske parti",1
"1742 Grong","Sosialistisk Valgforbund (1973)",166
"1742 Grong","Fellesliste Venstre",127
"1742 Grong","Fellesliste Kristelig folkeparti",47
"1742 Grong","Fellesliste Høyre",85
"1742 Grong","Fellesliste Senterpartiet",468
"1743 Høylandet","Arbeiderpartiet",289
"1743 Høylandet","Rød valgallianse",1
"1743 Høylandet","Det nye Folkepartiet (1973-1977)",19
"1743 Høylandet","Anders Langes parti (1973)",3
"1743 Høylandet","Norges demokratiske parti",1
"1743 Høylandet","Sosialistisk Valgforbund (1973)",22
"1743 Høylandet","Fellesliste Venstre",81
"1743 Høylandet","Fellesliste Kristelig folkeparti",49
"1743 Høylandet","Fellesliste Høyre",10
"1743 Høylandet","Fellesliste Senterpartiet",270
"1744 Overhalla","Arbeiderpartiet",549
"1744 Overhalla","Rød valgallianse",7
"1744 Overhalla","Det nye Folkepartiet (1973-1977)",51
"1744 Overhalla","Anders Langes parti (1973)",43
"1744 Overhalla","Ensliges parti",1
"1744 Overhalla","Norges demokratiske parti",2
"1744 Overhalla","Sosialistisk Valgforbund (1973)",122
"1744 Overhalla","Fellesliste Venstre",243
"1744 Overhalla","Fellesliste Kristelig folkeparti",75
"1744 Overhalla","Fellesliste Høyre",78
"1744 Overhalla","Fellesliste Senterpartiet",636
"1748 Fosnes","Arbeiderpartiet",134
"1748 Fosnes","Det nye Folkepartiet (1973-1977)",15
"1748 Fosnes","Anders Langes parti (1973)",10
"1748 Fosnes","Kvinnenes frie folkevalgte",3
"1748 Fosnes","Norges demokratiske parti",1
"1748 Fosnes","Sosialistisk Valgforbund (1973)",25
"1748 Fosnes","Fellesliste Venstre",11
"1748 Fosnes","Fellesliste Kristelig folkeparti",33
"1748 Fosnes","Fellesliste Høyre",8
"1748 Fosnes","Fellesliste Senterpartiet",174
"1749 Flatanger","Arbeiderpartiet",228
"1749 Flatanger","Det nye Folkepartiet (1973-1977)",5
"1749 Flatanger","Anders Langes parti (1973)",20
"1749 Flatanger","Ensliges parti",1
"1749 Flatanger","Kvinnenes frie folkevalgte",2
"1749 Flatanger","Norges demokratiske parti",1
"1749 Flatanger","Sosialistisk Valgforbund (1973)",45
"1749 Flatanger","Fellesliste Venstre",76
"1749 Flatanger","Fellesliste Kristelig folkeparti",151
"1749 Flatanger","Fellesliste Høyre",27
"1749 Flatanger","Fellesliste Senterpartiet",189
"1750 Vikna","Arbeiderpartiet",549
"1750 Vikna","Rød valgallianse",14
"1750 Vikna","Det nye Folkepartiet (1973-1977)",28
"1750 Vikna","Anders Langes parti (1973)",49
"1750 Vikna","Ensliges parti",3
"1750 Vikna","Kvinnenes frie folkevalgte",3
"1750 Vikna","Norges demokratiske parti",1
"1750 Vikna","Sosialistisk Valgforbund (1973)",151
"1750 Vikna","Fellesliste Venstre",227
"1750 Vikna","Fellesliste Kristelig folkeparti",128
"1750 Vikna","Fellesliste Høyre",192
"1750 Vikna","Fellesliste Senterpartiet",421
"1751 Nærøy","Arbeiderpartiet",973
"1751 Nærøy","Rød valgallianse",5
"1751 Nærøy","Det nye Folkepartiet (1973-1977)",58
"1751 Nærøy","Anders Langes parti (1973)",60
"1751 Nærøy","Ensliges parti",4
"1751 Nærøy","Kvinnenes frie folkevalgte",5
"1751 Nærøy","Norges demokratiske parti",4
"1751 Nærøy","Sosialistisk Valgforbund (1973)",240
"1751 Nærøy","Fellesliste Venstre",187
"1751 Nærøy","Fellesliste Kristelig folkeparti",277
"1751 Nærøy","Fellesliste Høyre",168
"1751 Nærøy","Fellesliste Senterpartiet",813
"1755 Leka","Arbeiderpartiet",155
"1755 Leka","Rød valgallianse",1
"1755 Leka","Det nye Folkepartiet (1973-1977)",7
"1755 Leka","Anders Langes parti (1973)",11
"1755 Leka","Kvinnenes frie folkevalgte",1
"1755 Leka","Sosialistisk Valgforbund (1973)",49
"1755 Leka","Fellesliste Venstre",21
"1755 Leka","Fellesliste Kristelig folkeparti",51
"1755 Leka","Fellesliste Høyre",18
"1755 Leka","Fellesliste Senterpartiet",191
"1804 Bodø","Arbeiderpartiet",4545
"1804 Bodø","Høyre",2994
"1804 Bodø","Kristelig Folkeparti",1742
"1804 Bodø","Senterpartiet",1331
"1804 Bodø","Venstre",576
"1804 Bodø","Rød valgallianse",84
"1804 Bodø","Det nye Folkepartiet (1973-1977)",362
"1804 Bodø","Anders Langes parti (1973)",856
"1804 Bodø","Ensliges parti",38
"1804 Bodø","Kvinnenes frie folkevalgte",23
"1804 Bodø","Norges demokratiske parti",25
"1804 Bodø","Sosialistisk Valgforbund (1973)",2048
"1804 Bodø","Andre",1
"1805 Narvik","Arbeiderpartiet",3024
"1805 Narvik","Høyre",1085
"1805 Narvik","Kristelig Folkeparti",442
"1805 Narvik","Senterpartiet",315
"1805 Narvik","Venstre",248
"1805 Narvik","Rød valgallianse",40
"1805 Narvik","Det nye Folkepartiet (1973-1977)",145
"1805 Narvik","Anders Langes parti (1973)",266
"1805 Narvik","Ensliges parti",13
"1805 Narvik","Kvinnenes frie folkevalgte",13
"1805 Narvik","Norges demokratiske parti",13
"1805 Narvik","Sosialistisk Valgforbund (1973)",1050
"1811 Bindal","Arbeiderpartiet",343
"1811 Bindal","Høyre",55
"1811 Bindal","Kristelig Folkeparti",159
"1811 Bindal","Senterpartiet",304
"1811 Bindal","Venstre",20
"1811 Bindal","Rød valgallianse",8
"1811 Bindal","Det nye Folkepartiet (1973-1977)",4
"1811 Bindal","Anders Langes parti (1973)",24
"1811 Bindal","Ensliges parti",1
"1811 Bindal","Kvinnenes frie folkevalgte",3
"1811 Bindal","Norges demokratiske parti",3
"1811 Bindal","Sosialistisk Valgforbund (1973)",271
"1814 Brønnøy (-1976)","Arbeiderpartiet",1055
"1814 Brønnøy (-1976)","Høyre",374
"1814 Brønnøy (-1976)","Kristelig Folkeparti",544
"1814 Brønnøy (-1976)","Senterpartiet",909
"1814 Brønnøy (-1976)","Venstre",146
"1814 Brønnøy (-1976)","Rød valgallianse",23
"1814 Brønnøy (-1976)","Det nye Folkepartiet (1973-1977)",18
"1814 Brønnøy (-1976)","Anders Langes parti (1973)",170
"1814 Brønnøy (-1976)","Ensliges parti",6
"1814 Brønnøy (-1976)","Kvinnenes frie folkevalgte",3
"1814 Brønnøy (-1976)","Norges demokratiske parti",5
"1814 Brønnøy (-1976)","Sosialistisk Valgforbund (1973)",761
"1815 Vega","Arbeiderpartiet",261
"1815 Vega","Høyre",35
"1815 Vega","Kristelig Folkeparti",114
"1815 Vega","Senterpartiet",247
"1815 Vega","Venstre",54
"1815 Vega","Rød valgallianse",7
"1815 Vega","Det nye Folkepartiet (1973-1977)",4
"1815 Vega","Anders Langes parti (1973)",24
"1815 Vega","Ensliges parti",1
"1815 Vega","Kvinnenes frie folkevalgte",2
"1815 Vega","Sosialistisk Valgforbund (1973)",154
"1816 Vevelstad","Arbeiderpartiet",154
"1816 Vevelstad","Høyre",29
"1816 Vevelstad","Kristelig Folkeparti",54
"1816 Vevelstad","Senterpartiet",96
"1816 Vevelstad","Venstre",8
"1816 Vevelstad","Rød valgallianse",1
"1816 Vevelstad","Det nye Folkepartiet (1973-1977)",1
"1816 Vevelstad","Anders Langes parti (1973)",12
"1816 Vevelstad","Sosialistisk Valgforbund (1973)",35
"1818 Herøy (Nordl.)","Arbeiderpartiet",372
"1818 Herøy (Nordl.)","Høyre",80
"1818 Herøy (Nordl.)","Kristelig Folkeparti",249
"1818 Herøy (Nordl.)","Senterpartiet",204
"1818 Herøy (Nordl.)","Venstre",34
"1818 Herøy (Nordl.)","Rød valgallianse",3
"1818 Herøy (Nordl.)","Det nye Folkepartiet (1973-1977)",5
"1818 Herøy (Nordl.)","Anders Langes parti (1973)",33
"1818 Herøy (Nordl.)","Ensliges parti",1
"1818 Herøy (Nordl.)","Kvinnenes frie folkevalgte",3
"1818 Herøy (Nordl.)","Norges demokratiske parti",1
"1818 Herøy (Nordl.)","Sosialistisk Valgforbund (1973)",80
"1820 Alstahaug","Arbeiderpartiet",1072
"1820 Alstahaug","Høyre",349
"1820 Alstahaug","Kristelig Folkeparti",422
"1820 Alstahaug","Senterpartiet",603
"1820 Alstahaug","Venstre",112
"1820 Alstahaug","Rød valgallianse",27
"1820 Alstahaug","Det nye Folkepartiet (1973-1977)",20
"1820 Alstahaug","Anders Langes parti (1973)",199
"1820 Alstahaug","Ensliges parti",3
"1820 Alstahaug","Kvinnenes frie folkevalgte",3
"1820 Alstahaug","Norges demokratiske parti",5
"1820 Alstahaug","Sosialistisk Valgforbund (1973)",288
"1822 Leirfjord","Arbeiderpartiet",387
"1822 Leirfjord","Høyre",41
"1822 Leirfjord","Kristelig Folkeparti",165
"1822 Leirfjord","Senterpartiet",334
"1822 Leirfjord","Venstre",44
"1822 Leirfjord","Rød valgallianse",14
"1822 Leirfjord","Det nye Folkepartiet (1973-1977)",4
"1822 Leirfjord","Anders Langes parti (1973)",34
"1822 Leirfjord","Ensliges parti",2
"1822 Leirfjord","Kvinnenes frie folkevalgte",1
"1822 Leirfjord","Norges demokratiske parti",2
"1822 Leirfjord","Sosialistisk Valgforbund (1973)",92
"1824 Vefsn","Arbeiderpartiet",3016
"1824 Vefsn","Høyre",591
"1824 Vefsn","Kristelig Folkeparti",517
"1824 Vefsn","Senterpartiet",959
"1824 Vefsn","Venstre",326
"1824 Vefsn","Rød valgallianse",63
"1824 Vefsn","Det nye Folkepartiet (1973-1977)",82
"1824 Vefsn","Anders Langes parti (1973)",211
"1824 Vefsn","Ensliges parti",12
"1824 Vefsn","Kvinnenes frie folkevalgte",7
"1824 Vefsn","Norges demokratiske parti",12
"1824 Vefsn","Sosialistisk Valgforbund (1973)",919
"1825 Grane","Arbeiderpartiet",476
"1825 Grane","Høyre",30
"1825 Grane","Kristelig Folkeparti",59
"1825 Grane","Senterpartiet",245
"1825 Grane","Venstre",13
"1825 Grane","Rød valgallianse",8
"1825 Grane","Det nye Folkepartiet (1973-1977)",3
"1825 Grane","Anders Langes parti (1973)",7
"1825 Grane","Ensliges parti",1
"1825 Grane","Kvinnenes frie folkevalgte",1
"1825 Grane","Norges demokratiske parti",3
"1825 Grane","Sosialistisk Valgforbund (1973)",86
"1826 Hattfjelldal","Arbeiderpartiet",435
"1826 Hattfjelldal","Høyre",17
"1826 Hattfjelldal","Kristelig Folkeparti",55
"1826 Hattfjelldal","Senterpartiet",286
"1826 Hattfjelldal","Venstre",36
"1826 Hattfjelldal","Rød valgallianse",3
"1826 Hattfjelldal","Det nye Folkepartiet (1973-1977)",1
"1826 Hattfjelldal","Anders Langes parti (1973)",6
"1826 Hattfjelldal","Kvinnenes frie folkevalgte",1
"1826 Hattfjelldal","Sosialistisk Valgforbund (1973)",105
"1827 Dønna","Arbeiderpartiet",262
"1827 Dønna","Høyre",98
"1827 Dønna","Kristelig Folkeparti",141
"1827 Dønna","Senterpartiet",276
"1827 Dønna","Venstre",17
"1827 Dønna","Rød valgallianse",4
"1827 Dønna","Det nye Folkepartiet (1973-1977)",4
"1827 Dønna","Anders Langes parti (1973)",30
"1827 Dønna","Ensliges parti",1
"1827 Dønna","Kvinnenes frie folkevalgte",1
"1827 Dønna","Sosialistisk Valgforbund (1973)",104
"1828 Nesna","Arbeiderpartiet",352
"1828 Nesna","Høyre",100
"1828 Nesna","Kristelig Folkeparti",116
"1828 Nesna","Senterpartiet",185
"1828 Nesna","Venstre",25
"1828 Nesna","Rød valgallianse",13
"1828 Nesna","Det nye Folkepartiet (1973-1977)",5
"1828 Nesna","Anders Langes parti (1973)",55
"1828 Nesna","Ensliges parti",2
"1828 Nesna","Kvinnenes frie folkevalgte",4
"1828 Nesna","Norges demokratiske parti",2
"1828 Nesna","Sosialistisk Valgforbund (1973)",98
"1828 Nesna","Andre",1
"1832 Hemnes","Arbeiderpartiet",1084
"1832 Hemnes","Høyre",182
"1832 Hemnes","Kristelig Folkeparti",309
"1832 Hemnes","Senterpartiet",459
"1832 Hemnes","Venstre",110
"1832 Hemnes","Rød valgallianse",7
"1832 Hemnes","Det nye Folkepartiet (1973-1977)",39
"1832 Hemnes","Anders Langes parti (1973)",74
"1832 Hemnes","Ensliges parti",1
"1832 Hemnes","Kvinnenes frie folkevalgte",6
"1832 Hemnes","Norges demokratiske parti",5
"1832 Hemnes","Sosialistisk Valgforbund (1973)",387
"1833 Rana","Arbeiderpartiet",5883
"1833 Rana","Høyre",1015
"1833 Rana","Kristelig Folkeparti",775
"1833 Rana","Senterpartiet",935
"1833 Rana","Venstre",228
"1833 Rana","Rød valgallianse",97
"1833 Rana","Det nye Folkepartiet (1973-1977)",167
"1833 Rana","Anders Langes parti (1973)",373
"1833 Rana","Ensliges parti",13
"1833 Rana","Kvinnenes frie folkevalgte",13
"1833 Rana","Norges demokratiske parti",20
"1833 Rana","Sosialistisk Valgforbund (1973)",3019
"1834 Lurøy","Arbeiderpartiet",252
"1834 Lurøy","Høyre",98
"1834 Lurøy","Kristelig Folkeparti",311
"1834 Lurøy","Senterpartiet",276
"1834 Lurøy","Venstre",20
"1834 Lurøy","Rød valgallianse",3
"1834 Lurøy","Det nye Folkepartiet (1973-1977)",7
"1834 Lurøy","Anders Langes parti (1973)",26
"1834 Lurøy","Ensliges parti",3
"1834 Lurøy","Kvinnenes frie folkevalgte",2
"1834 Lurøy","Sosialistisk Valgforbund (1973)",168
"1835 Træna","Arbeiderpartiet",35
"1835 Træna","Høyre",13
"1835 Træna","Kristelig Folkeparti",105
"1835 Træna","Senterpartiet",81
"1835 Træna","Venstre",10
"1835 Træna","Rød valgallianse",1
"1835 Træna","Det nye Folkepartiet (1973-1977)",2
"1835 Træna","Anders Langes parti (1973)",2
"1835 Træna","Sosialistisk Valgforbund (1973)",9
"1836 Rødøy","Arbeiderpartiet",192
"1836 Rødøy","Høyre",58
"1836 Rødøy","Kristelig Folkeparti",330
"1836 Rødøy","Senterpartiet",236
"1836 Rødøy","Venstre",27
"1836 Rødøy","Rød valgallianse",10
"1836 Rødøy","Det nye Folkepartiet (1973-1977)",7
"1836 Rødøy","Anders Langes parti (1973)",30
"1836 Rødøy","Ensliges parti",1
"1836 Rødøy","Kvinnenes frie folkevalgte",1
"1836 Rødøy","Norges demokratiske parti",2
"1836 Rødøy","Sosialistisk Valgforbund (1973)",75
"1837 Meløy","Arbeiderpartiet",1101
"1837 Meløy","Høyre",389
"1837 Meløy","Kristelig Folkeparti",713
"1837 Meløy","Senterpartiet",413
"1837 Meløy","Venstre",108
"1837 Meløy","Rød valgallianse",9
"1837 Meløy","Det nye Folkepartiet (1973-1977)",27
"1837 Meløy","Anders Langes parti (1973)",69
"1837 Meløy","Ensliges parti",1
"1837 Meløy","Kvinnenes frie folkevalgte",6
"1837 Meløy","Norges demokratiske parti",9
"1837 Meløy","Sosialistisk Valgforbund (1973)",488
"1838 Gildeskål","Arbeiderpartiet",514
"1838 Gildeskål","Høyre",134
"1838 Gildeskål","Kristelig Folkeparti",374
"1838 Gildeskål","Senterpartiet",289
"1838 Gildeskål","Venstre",54
"1838 Gildeskål","Rød valgallianse",4
"1838 Gildeskål","Det nye Folkepartiet (1973-1977)",5
"1838 Gildeskål","Anders Langes parti (1973)",48
"1838 Gildeskål","Kvinnenes frie folkevalgte",5
"1838 Gildeskål","Norges demokratiske parti",2
"1838 Gildeskål","Sosialistisk Valgforbund (1973)",153
"1839 Beiarn","Arbeiderpartiet",408
"1839 Beiarn","Høyre",29
"1839 Beiarn","Kristelig Folkeparti",107
"1839 Beiarn","Senterpartiet",186
"1839 Beiarn","Venstre",15
"1839 Beiarn","Rød valgallianse",3
"1839 Beiarn","Det nye Folkepartiet (1973-1977)",6
"1839 Beiarn","Anders Langes parti (1973)",17
"1839 Beiarn","Ensliges parti",1
"1839 Beiarn","Kvinnenes frie folkevalgte",1
"1839 Beiarn","Sosialistisk Valgforbund (1973)",54
"1840 Saltdal","Arbeiderpartiet",1103
"1840 Saltdal","Høyre",203
"1840 Saltdal","Kristelig Folkeparti",234
"1840 Saltdal","Senterpartiet",372
"1840 Saltdal","Venstre",97
"1840 Saltdal","Rød valgallianse",5
"1840 Saltdal","Det nye Folkepartiet (1973-1977)",13
"1840 Saltdal","Anders Langes parti (1973)",58
"1840 Saltdal","Ensliges parti",1
"1840 Saltdal","Kvinnenes frie folkevalgte",4
"1840 Saltdal","Norges demokratiske parti",5
"1840 Saltdal","Sosialistisk Valgforbund (1973)",359
"1841 Fauske","Arbeiderpartiet",2628
"1841 Fauske","Høyre",414
"1841 Fauske","Kristelig Folkeparti",264
"1841 Fauske","Senterpartiet",407
"1841 Fauske","Venstre",175
"1841 Fauske","Rød valgallianse",23
"1841 Fauske","Det nye Folkepartiet (1973-1977)",64
"1841 Fauske","Anders Langes parti (1973)",110
"1841 Fauske","Ensliges parti",6
"1841 Fauske","Kvinnenes frie folkevalgte",5
"1841 Fauske","Norges demokratiske parti",15
"1841 Fauske","Sosialistisk Valgforbund (1973)",733
"1842 Skjerstad (-2004)","Arbeiderpartiet",297
"1842 Skjerstad (-2004)","Høyre",56
"1842 Skjerstad (-2004)","Kristelig Folkeparti",186
"1842 Skjerstad (-2004)","Senterpartiet",217
"1842 Skjerstad (-2004)","Venstre",15
"1842 Skjerstad (-2004)","Rød valgallianse",2
"1842 Skjerstad (-2004)","Det nye Folkepartiet (1973-1977)",2
"1842 Skjerstad (-2004)","Anders Langes parti (1973)",10
"1842 Skjerstad (-2004)","Kvinnenes frie folkevalgte",1
"1842 Skjerstad (-2004)","Norges demokratiske parti",1
"1842 Skjerstad (-2004)","Sosialistisk Valgforbund (1973)",32
"1845 Sørfold","Arbeiderpartiet",696
"1845 Sørfold","Høyre",94
"1845 Sørfold","Kristelig Folkeparti",227
"1845 Sørfold","Senterpartiet",298
"1845 Sørfold","Venstre",26
"1845 Sørfold","Rød valgallianse",1
"1845 Sørfold","Det nye Folkepartiet (1973-1977)",6
"1845 Sørfold","Anders Langes parti (1973)",58
"1845 Sørfold","Ensliges parti",2
"1845 Sørfold","Kvinnenes frie folkevalgte",1
"1845 Sørfold","Norges demokratiske parti",6
"1845 Sørfold","Sosialistisk Valgforbund (1973)",130
"1848 Steigen","Arbeiderpartiet",505
"1848 Steigen","Høyre",102
