"kommune","parti","stemmer"
"0912 Vegårshei","Fellesliste Senterpartiet",117
"0914 Tvedestrand","Arbeiderpartiet",938
"0914 Tvedestrand","Høyre",600
"0914 Tvedestrand","Kristelig Folkeparti",559
"0914 Tvedestrand","Rød valgallianse",1
"0914 Tvedestrand","Det nye Folkepartiet (1973-1977)",372
"0914 Tvedestrand","Anders Langes parti (1973)",107
"0914 Tvedestrand","Ensliges parti",5
"0914 Tvedestrand","Kvinnenes frie folkevalgte",6
"0914 Tvedestrand","Norges demokratiske parti",1
"0914 Tvedestrand","Sosialistisk Valgforbund (1973)",73
"0914 Tvedestrand","Fellesliste Venstre",81
"0914 Tvedestrand","Fellesliste Senterpartiet",331
"0918 Moland (1962-1991)","Arbeiderpartiet",1537
"0918 Moland (1962-1991)","Høyre",536
"0918 Moland (1962-1991)","Kristelig Folkeparti",532
"0918 Moland (1962-1991)","Rød valgallianse",8
"0918 Moland (1962-1991)","Det nye Folkepartiet (1973-1977)",319
"0918 Moland (1962-1991)","Anders Langes parti (1973)",122
"0918 Moland (1962-1991)","Ensliges parti",4
"0918 Moland (1962-1991)","Kvinnenes frie folkevalgte",1
"0918 Moland (1962-1991)","Norges demokratiske parti",6
"0918 Moland (1962-1991)","Sosialistisk Valgforbund (1973)",226
"0918 Moland (1962-1991)","Fellesliste Venstre",96
"0918 Moland (1962-1991)","Fellesliste Senterpartiet",233
"0919 Froland","Arbeiderpartiet",724
"0919 Froland","Høyre",49
"0919 Froland","Kristelig Folkeparti",389
"0919 Froland","Rød valgallianse",5
"0919 Froland","Det nye Folkepartiet (1973-1977)",87
"0919 Froland","Anders Langes parti (1973)",88
"0919 Froland","Ensliges parti",2
"0919 Froland","Kvinnenes frie folkevalgte",1
"0919 Froland","Norges demokratiske parti",1
"0919 Froland","Sosialistisk Valgforbund (1973)",122
"0919 Froland","Fellesliste Venstre",96
"0919 Froland","Fellesliste Senterpartiet",237
"0920 Øyestad (-1991)","Arbeiderpartiet",1386
"0920 Øyestad (-1991)","Høyre",317
"0920 Øyestad (-1991)","Kristelig Folkeparti",533
"0920 Øyestad (-1991)","Rød valgallianse",4
"0920 Øyestad (-1991)","Det nye Folkepartiet (1973-1977)",220
"0920 Øyestad (-1991)","Anders Langes parti (1973)",224
"0920 Øyestad (-1991)","Ensliges parti",9
"0920 Øyestad (-1991)","Kvinnenes frie folkevalgte",3
"0920 Øyestad (-1991)","Norges demokratiske parti",6
"0920 Øyestad (-1991)","Sosialistisk Valgforbund (1973)",195
"0920 Øyestad (-1991)","Fellesliste Venstre",70
"0920 Øyestad (-1991)","Fellesliste Senterpartiet",456
"0921 Tromøy (-1991)","Arbeiderpartiet",560
"0921 Tromøy (-1991)","Høyre",414
"0921 Tromøy (-1991)","Kristelig Folkeparti",364
"0921 Tromøy (-1991)","Rød valgallianse",6
"0921 Tromøy (-1991)","Det nye Folkepartiet (1973-1977)",163
"0921 Tromøy (-1991)","Anders Langes parti (1973)",94
"0921 Tromøy (-1991)","Ensliges parti",4
"0921 Tromøy (-1991)","Kvinnenes frie folkevalgte",6
"0921 Tromøy (-1991)","Norges demokratiske parti",3
"0921 Tromøy (-1991)","Sosialistisk Valgforbund (1973)",123
"0921 Tromøy (-1991)","Fellesliste Venstre",74
"0921 Tromøy (-1991)","Fellesliste Senterpartiet",48
"0922 Hisøy (-1991)","Arbeiderpartiet",622
"0922 Hisøy (-1991)","Høyre",589
"0922 Hisøy (-1991)","Kristelig Folkeparti",211
"0922 Hisøy (-1991)","Rød valgallianse",4
"0922 Hisøy (-1991)","Det nye Folkepartiet (1973-1977)",225
"0922 Hisøy (-1991)","Anders Langes parti (1973)",100
"0922 Hisøy (-1991)","Norges demokratiske parti",3
"0922 Hisøy (-1991)","Sosialistisk Valgforbund (1973)",109
"0922 Hisøy (-1991)","Fellesliste Venstre",103
"0922 Hisøy (-1991)","Fellesliste Senterpartiet",33
"0926 Lillesand","Arbeiderpartiet",668
"0926 Lillesand","Høyre",625
"0926 Lillesand","Kristelig Folkeparti",643
"0926 Lillesand","Rød valgallianse",8
"0926 Lillesand","Det nye Folkepartiet (1973-1977)",247
"0926 Lillesand","Anders Langes parti (1973)",222
"0926 Lillesand","Ensliges parti",8
"0926 Lillesand","Kvinnenes frie folkevalgte",6
"0926 Lillesand","Norges demokratiske parti",8
"0926 Lillesand","Sosialistisk Valgforbund (1973)",237
"0926 Lillesand","Fellesliste Venstre",158
"0926 Lillesand","Fellesliste Senterpartiet",327
"0928 Birkenes","Arbeiderpartiet",443
"0928 Birkenes","Høyre",117
"0928 Birkenes","Kristelig Folkeparti",416
"0928 Birkenes","Rød valgallianse",1
"0928 Birkenes","Det nye Folkepartiet (1973-1977)",146
"0928 Birkenes","Anders Langes parti (1973)",57
"0928 Birkenes","Ensliges parti",1
"0928 Birkenes","Kvinnenes frie folkevalgte",1
"0928 Birkenes","Norges demokratiske parti",3
"0928 Birkenes","Sosialistisk Valgforbund (1973)",84
"0928 Birkenes","Fellesliste Venstre",36
"0928 Birkenes","Fellesliste Senterpartiet",454
"0929 Åmli","Arbeiderpartiet",569
"0929 Åmli","Høyre",30
"0929 Åmli","Kristelig Folkeparti",155
"0929 Åmli","Rød valgallianse",1
"0929 Åmli","Det nye Folkepartiet (1973-1977)",73
"0929 Åmli","Anders Langes parti (1973)",26
"0929 Åmli","Ensliges parti",3
"0929 Åmli","Kvinnenes frie folkevalgte",3
"0929 Åmli","Norges demokratiske parti",5
"0929 Åmli","Sosialistisk Valgforbund (1973)",102
"0929 Åmli","Fellesliste Venstre",26
"0929 Åmli","Fellesliste Senterpartiet",234
"0935 Iveland","Arbeiderpartiet",93
"0935 Iveland","Høyre",19
"0935 Iveland","Kristelig Folkeparti",96
"0935 Iveland","Rød valgallianse",2
"0935 Iveland","Det nye Folkepartiet (1973-1977)",36
"0935 Iveland","Anders Langes parti (1973)",19
"0935 Iveland","Kvinnenes frie folkevalgte",4
"0935 Iveland","Sosialistisk Valgforbund (1973)",14
"0935 Iveland","Fellesliste Venstre",22
"0935 Iveland","Fellesliste Senterpartiet",127
"0937 Evje og Hornnes","Arbeiderpartiet",699
"0937 Evje og Hornnes","Høyre",170
"0937 Evje og Hornnes","Kristelig Folkeparti",314
"0937 Evje og Hornnes","Rød valgallianse",1
"0937 Evje og Hornnes","Det nye Folkepartiet (1973-1977)",75
"0937 Evje og Hornnes","Anders Langes parti (1973)",63
"0937 Evje og Hornnes","Kvinnenes frie folkevalgte",2
"0937 Evje og Hornnes","Norges demokratiske parti",1
"0937 Evje og Hornnes","Sosialistisk Valgforbund (1973)",101
"0937 Evje og Hornnes","Fellesliste Venstre",68
"0937 Evje og Hornnes","Fellesliste Senterpartiet",239
"0938 Bygland","Arbeiderpartiet",264
"0938 Bygland","Høyre",36
"0938 Bygland","Kristelig Folkeparti",158
"0938 Bygland","Rød valgallianse",1
"0938 Bygland","Det nye Folkepartiet (1973-1977)",26
"0938 Bygland","Anders Langes parti (1973)",22
"0938 Bygland","Ensliges parti",2
"0938 Bygland","Norges demokratiske parti",2
"0938 Bygland","Sosialistisk Valgforbund (1973)",56
"0938 Bygland","Fellesliste Venstre",8
"0938 Bygland","Fellesliste Senterpartiet",255
"0940 Valle","Arbeiderpartiet",245
"0940 Valle","Høyre",20
"0940 Valle","Kristelig Folkeparti",167
"0940 Valle","Rød valgallianse",1
"0940 Valle","Det nye Folkepartiet (1973-1977)",29
"0940 Valle","Anders Langes parti (1973)",15
"0940 Valle","Ensliges parti",2
"0940 Valle","Sosialistisk Valgforbund (1973)",42
"0940 Valle","Fellesliste Venstre",10
"0940 Valle","Fellesliste Senterpartiet",303
"0941 Bykle","Arbeiderpartiet",86
"0941 Bykle","Høyre",14
"0941 Bykle","Kristelig Folkeparti",68
"0941 Bykle","Det nye Folkepartiet (1973-1977)",3
"0941 Bykle","Anders Langes parti (1973)",8
"0941 Bykle","Ensliges parti",3
"0941 Bykle","Sosialistisk Valgforbund (1973)",6
"0941 Bykle","Fellesliste Venstre",2
"0941 Bykle","Fellesliste Senterpartiet",71
"1001 Kristiansand","Arbeiderpartiet",7839
"1001 Kristiansand","Høyre",5367
"1001 Kristiansand","Kristelig Folkeparti",6405
"1001 Kristiansand","Senterpartiet",1539
"1001 Kristiansand","Venstre",1403
"1001 Kristiansand","Rød valgallianse",69
"1001 Kristiansand","Det nye Folkepartiet (1973-1977)",2948
"1001 Kristiansand","Anders Langes parti (1973)",2446
"1001 Kristiansand","Ensliges parti",62
"1001 Kristiansand","Kvinnenes frie folkevalgte",34
"1001 Kristiansand","Norges demokratiske parti",43
"1001 Kristiansand","Sosialistisk Valgforbund (1973)",2543
"1002 Mandal","Arbeiderpartiet",1388
"1002 Mandal","Høyre",877
"1002 Mandal","Kristelig Folkeparti",970
"1002 Mandal","Senterpartiet",825
"1002 Mandal","Venstre",285
"1002 Mandal","Rød valgallianse",14
"1002 Mandal","Det nye Folkepartiet (1973-1977)",491
"1002 Mandal","Anders Langes parti (1973)",375
"1002 Mandal","Ensliges parti",14
"1002 Mandal","Kvinnenes frie folkevalgte",4
"1002 Mandal","Norges demokratiske parti",11
"1002 Mandal","Sosialistisk Valgforbund (1973)",585
"1003 Farsund","Arbeiderpartiet",750
"1003 Farsund","Høyre",972
"1003 Farsund","Kristelig Folkeparti",1007
"1003 Farsund","Senterpartiet",468
"1003 Farsund","Venstre",271
"1003 Farsund","Rød valgallianse",2
"1003 Farsund","Det nye Folkepartiet (1973-1977)",334
"1003 Farsund","Anders Langes parti (1973)",374
"1003 Farsund","Ensliges parti",7
"1003 Farsund","Kvinnenes frie folkevalgte",7
"1003 Farsund","Norges demokratiske parti",7
"1003 Farsund","Sosialistisk Valgforbund (1973)",145
"1004 Flekkefjord","Arbeiderpartiet",1073
"1004 Flekkefjord","Høyre",840
"1004 Flekkefjord","Kristelig Folkeparti",1158
"1004 Flekkefjord","Senterpartiet",707
"1004 Flekkefjord","Venstre",240
"1004 Flekkefjord","Rød valgallianse",10
"1004 Flekkefjord","Det nye Folkepartiet (1973-1977)",312
"1004 Flekkefjord","Anders Langes parti (1973)",266
"1004 Flekkefjord","Ensliges parti",3
"1004 Flekkefjord","Kvinnenes frie folkevalgte",7
"1004 Flekkefjord","Norges demokratiske parti",5
"1004 Flekkefjord","Sosialistisk Valgforbund (1973)",214
"1014 Vennesla","Arbeiderpartiet",1950
"1014 Vennesla","Høyre",247
"1014 Vennesla","Kristelig Folkeparti",1184
"1014 Vennesla","Senterpartiet",541
"1014 Vennesla","Venstre",161
"1014 Vennesla","Rød valgallianse",3
"1014 Vennesla","Det nye Folkepartiet (1973-1977)",293
"1014 Vennesla","Anders Langes parti (1973)",356
"1014 Vennesla","Ensliges parti",9
"1014 Vennesla","Kvinnenes frie folkevalgte",8
"1014 Vennesla","Norges demokratiske parti",6
"1014 Vennesla","Sosialistisk Valgforbund (1973)",580
"1017 Songdalen","Arbeiderpartiet",487
"1017 Songdalen","Høyre",131
"1017 Songdalen","Kristelig Folkeparti",370
"1017 Songdalen","Senterpartiet",445
"1017 Songdalen","Venstre",73
"1017 Songdalen","Rød valgallianse",2
"1017 Songdalen","Det nye Folkepartiet (1973-1977)",125
"1017 Songdalen","Anders Langes parti (1973)",173
"1017 Songdalen","Ensliges parti",1
"1017 Songdalen","Kvinnenes frie folkevalgte",1
"1017 Songdalen","Norges demokratiske parti",3
"1017 Songdalen","Sosialistisk Valgforbund (1973)",116
"1018 Søgne","Arbeiderpartiet",482
"1018 Søgne","Høyre",460
"1018 Søgne","Kristelig Folkeparti",505
"1018 Søgne","Senterpartiet",347
"1018 Søgne","Venstre",134
"1018 Søgne","Rød valgallianse",1
"1018 Søgne","Det nye Folkepartiet (1973-1977)",170
"1018 Søgne","Anders Langes parti (1973)",267
"1018 Søgne","Ensliges parti",1
"1018 Søgne","Kvinnenes frie folkevalgte",4
"1018 Søgne","Norges demokratiske parti",3
"1018 Søgne","Sosialistisk Valgforbund (1973)",130
"1021 Marnardal","Arbeiderpartiet",290
"1021 Marnardal","Høyre",78
"1021 Marnardal","Kristelig Folkeparti",197
"1021 Marnardal","Senterpartiet",367
"1021 Marnardal","Venstre",34
"1021 Marnardal","Rød valgallianse",1
"1021 Marnardal","Det nye Folkepartiet (1973-1977)",78
"1021 Marnardal","Anders Langes parti (1973)",89
"1021 Marnardal","Ensliges parti",1
"1021 Marnardal","Kvinnenes frie folkevalgte",5
"1021 Marnardal","Norges demokratiske parti",1
"1021 Marnardal","Sosialistisk Valgforbund (1973)",19
"1026 Åseral","Arbeiderpartiet",75
"1026 Åseral","Høyre",9
"1026 Åseral","Kristelig Folkeparti",121
"1026 Åseral","Senterpartiet",243
"1026 Åseral","Venstre",32
"1026 Åseral","Rød valgallianse",2
"1026 Åseral","Det nye Folkepartiet (1973-1977)",21
"1026 Åseral","Anders Langes parti (1973)",21
"1026 Åseral","Kvinnenes frie folkevalgte",2
"1026 Åseral","Sosialistisk Valgforbund (1973)",5
"1027 Audnedal","Arbeiderpartiet",155
"1027 Audnedal","Høyre",15
"1027 Audnedal","Kristelig Folkeparti",246
"1027 Audnedal","Senterpartiet",217
"1027 Audnedal","Venstre",56
"1027 Audnedal","Det nye Folkepartiet (1973-1977)",51
"1027 Audnedal","Anders Langes parti (1973)",33
"1027 Audnedal","Ensliges parti",2
"1027 Audnedal","Kvinnenes frie folkevalgte",2
"1027 Audnedal","Norges demokratiske parti",1
"1027 Audnedal","Sosialistisk Valgforbund (1973)",25
"1029 Lindesnes","Arbeiderpartiet",392
"1029 Lindesnes","Høyre",194
"1029 Lindesnes","Kristelig Folkeparti",490
"1029 Lindesnes","Senterpartiet",431
"1029 Lindesnes","Venstre",140
"1029 Lindesnes","Rød valgallianse",2
"1029 Lindesnes","Det nye Folkepartiet (1973-1977)",140
"1029 Lindesnes","Anders Langes parti (1973)",141
"1029 Lindesnes","Ensliges parti",5
"1029 Lindesnes","Kvinnenes frie folkevalgte",6
"1029 Lindesnes","Norges demokratiske parti",3
"1029 Lindesnes","Sosialistisk Valgforbund (1973)",89
"1032 Lyngdal","Arbeiderpartiet",463
"1032 Lyngdal","Høyre",420
"1032 Lyngdal","Kristelig Folkeparti",670
"1032 Lyngdal","Senterpartiet",525
"1032 Lyngdal","Venstre",86
"1032 Lyngdal","Rød valgallianse",1
"1032 Lyngdal","Det nye Folkepartiet (1973-1977)",174
"1032 Lyngdal","Anders Langes parti (1973)",172
"1032 Lyngdal","Ensliges parti",3
"1032 Lyngdal","Kvinnenes frie folkevalgte",6
"1032 Lyngdal","Norges demokratiske parti",3
"1032 Lyngdal","Sosialistisk Valgforbund (1973)",38
"1034 Hægebostad","Arbeiderpartiet",180
"1034 Hægebostad","Høyre",58
"1034 Hægebostad","Kristelig Folkeparti",220
"1034 Hægebostad","Senterpartiet",274
"1034 Hægebostad","Venstre",19
"1034 Hægebostad","Det nye Folkepartiet (1973-1977)",28
"1034 Hægebostad","Anders Langes parti (1973)",37
"1034 Hægebostad","Ensliges parti",2
"1034 Hægebostad","Sosialistisk Valgforbund (1973)",24
"1037 Kvinesdal","Arbeiderpartiet",598
"1037 Kvinesdal","Høyre",224
"1037 Kvinesdal","Kristelig Folkeparti",857
"1037 Kvinesdal","Senterpartiet",333
"1037 Kvinesdal","Venstre",151
"1037 Kvinesdal","Rød valgallianse",2
"1037 Kvinesdal","Det nye Folkepartiet (1973-1977)",119
"1037 Kvinesdal","Anders Langes parti (1973)",159
"1037 Kvinesdal","Ensliges parti",5
"1037 Kvinesdal","Kvinnenes frie folkevalgte",4
"1037 Kvinesdal","Norges demokratiske parti",2
"1037 Kvinesdal","Sosialistisk Valgforbund (1973)",163
"1046 Sirdal","Arbeiderpartiet",167
"1046 Sirdal","Høyre",64
"1046 Sirdal","Kristelig Folkeparti",228
"1046 Sirdal","Senterpartiet",333
"1046 Sirdal","Venstre",34
"1046 Sirdal","Rød valgallianse",2
"1046 Sirdal","Det nye Folkepartiet (1973-1977)",45
"1046 Sirdal","Anders Langes parti (1973)",24
"1046 Sirdal","Ensliges parti",2
"1046 Sirdal","Sosialistisk Valgforbund (1973)",23
"1101 Eigersund","Arbeiderpartiet",1436
"1101 Eigersund","Høyre",778
"1101 Eigersund","Kristelig Folkeparti",1284
"1101 Eigersund","Senterpartiet",653
"1101 Eigersund","Venstre",228
"1101 Eigersund","Rød valgallianse",2
"1101 Eigersund","Det nye Folkepartiet (1973-1977)",313
"1101 Eigersund","Anders Langes parti (1973)",431
"1101 Eigersund","Ensliges parti",9
"1101 Eigersund","Kvinnenes frie folkevalgte",3
"1101 Eigersund","Norges demokratiske parti",5
"1101 Eigersund","Sosialistisk Valgforbund (1973)",364
"1102 Sandnes","Arbeiderpartiet",5097
"1102 Sandnes","Høyre",2512
"1102 Sandnes","Kristelig Folkeparti",3170
"1102 Sandnes","Senterpartiet",1650
"1102 Sandnes","Venstre",474
"1102 Sandnes","Rød valgallianse",26
"1102 Sandnes","Det nye Folkepartiet (1973-1977)",1096
"1102 Sandnes","Anders Langes parti (1973)",1235
"1102 Sandnes","Ensliges parti",21
"1102 Sandnes","Kvinnenes frie folkevalgte",13
"1102 Sandnes","Norges demokratiske parti",21
"1102 Sandnes","Sosialistisk Valgforbund (1973)",1355
"1103 Stavanger","Arbeiderpartiet",15264
"1103 Stavanger","Høyre",9165
"1103 Stavanger","Kristelig Folkeparti",6506
"1103 Stavanger","Senterpartiet",1534
"1103 Stavanger","Venstre",1228
"1103 Stavanger","Rød valgallianse",129
"1103 Stavanger","Det nye Folkepartiet (1973-1977)",3138
"1103 Stavanger","Anders Langes parti (1973)",3741
"1103 Stavanger","Ensliges parti",112
"1103 Stavanger","Kvinnenes frie folkevalgte",23
"1103 Stavanger","Norges demokratiske parti",36
"1103 Stavanger","Sosialistisk Valgforbund (1973)",4940
"1106 Haugesund","Arbeiderpartiet",4384
"1106 Haugesund","Høyre",2497
"1106 Haugesund","Kristelig Folkeparti",2497
"1106 Haugesund","Senterpartiet",535
"1106 Haugesund","Venstre",507
"1106 Haugesund","Rød valgallianse",31
"1106 Haugesund","Det nye Folkepartiet (1973-1977)",1235
"1106 Haugesund","Anders Langes parti (1973)",1394
"1106 Haugesund","Ensliges parti",33
"1106 Haugesund","Kvinnenes frie folkevalgte",11
"1106 Haugesund","Norges demokratiske parti",33
"1106 Haugesund","Sosialistisk Valgforbund (1973)",1386
"1111 Sokndal","Arbeiderpartiet",411
"1111 Sokndal","Høyre",228
"1111 Sokndal","Kristelig Folkeparti",534
"1111 Sokndal","Senterpartiet",321
"1111 Sokndal","Venstre",70
"1111 Sokndal","Rød valgallianse",3
"1111 Sokndal","Det nye Folkepartiet (1973-1977)",73
"1111 Sokndal","Anders Langes parti (1973)",86
"1111 Sokndal","Ensliges parti",3
"1111 Sokndal","Kvinnenes frie folkevalgte",1
"1111 Sokndal","Norges demokratiske parti",5
"1111 Sokndal","Sosialistisk Valgforbund (1973)",109
"1112 Lund","Arbeiderpartiet",321
"1112 Lund","Høyre",148
"1112 Lund","Kristelig Folkeparti",464
"1112 Lund","Senterpartiet",340
"1112 Lund","Venstre",35
"1112 Lund","Rød valgallianse",2
"1112 Lund","Det nye Folkepartiet (1973-1977)",27
"1112 Lund","Anders Langes parti (1973)",36
"1112 Lund","Ensliges parti",1
"1112 Lund","Kvinnenes frie folkevalgte",2
"1112 Lund","Sosialistisk Valgforbund (1973)",48
"1114 Bjerkreim","Arbeiderpartiet",60
"1114 Bjerkreim","Høyre",48
"1114 Bjerkreim","Kristelig Folkeparti",299
"1114 Bjerkreim","Senterpartiet",480
"1114 Bjerkreim","Venstre",25
"1114 Bjerkreim","Det nye Folkepartiet (1973-1977)",39
"1114 Bjerkreim","Anders Langes parti (1973)",40
"1114 Bjerkreim","Ensliges parti",4
"1114 Bjerkreim","Kvinnenes frie folkevalgte",3
"1114 Bjerkreim","Norges demokratiske parti",3
"1114 Bjerkreim","Sosialistisk Valgforbund (1973)",10
"1119 Hå","Arbeiderpartiet",851
"1119 Hå","Høyre",438
"1119 Hå","Kristelig Folkeparti",1563
"1119 Hå","Senterpartiet",1499
"1119 Hå","Venstre",131
"1119 Hå","Rød valgallianse",10
"1119 Hå","Det nye Folkepartiet (1973-1977)",227
"1119 Hå","Anders Langes parti (1973)",375
"1119 Hå","Ensliges parti",5
"1119 Hå","Kvinnenes frie folkevalgte",6
"1119 Hå","Norges demokratiske parti",3
"1119 Hå","Sosialistisk Valgforbund (1973)",153
"1120 Klepp","Arbeiderpartiet",823
"1120 Klepp","Høyre",495
"1120 Klepp","Kristelig Folkeparti",905
"1120 Klepp","Senterpartiet",1233
"1120 Klepp","Venstre",129
"1120 Klepp","Rød valgallianse",4
"1120 Klepp","Det nye Folkepartiet (1973-1977)",227
"1120 Klepp","Anders Langes parti (1973)",371
"1120 Klepp","Ensliges parti",2
"1120 Klepp","Kvinnenes frie folkevalgte",2
"1120 Klepp","Norges demokratiske parti",6
"1120 Klepp","Sosialistisk Valgforbund (1973)",198
"1121 Time","Arbeiderpartiet",945
"1121 Time","Høyre",555
"1121 Time","Kristelig Folkeparti",927
"1121 Time","Senterpartiet",1044
"1121 Time","Venstre",116
"1121 Time","Rød valgallianse",8
"1121 Time","Det nye Folkepartiet (1973-1977)",221
"1121 Time","Anders Langes parti (1973)",324
"1121 Time","Ensliges parti",7
"1121 Time","Kvinnenes frie folkevalgte",1
"1121 Time","Norges demokratiske parti",11
"1121 Time","Sosialistisk Valgforbund (1973)",261
"1122 Gjesdal","Arbeiderpartiet",724
"1122 Gjesdal","Høyre",221
"1122 Gjesdal","Kristelig Folkeparti",542
"1122 Gjesdal","Senterpartiet",523
"1122 Gjesdal","Venstre",64
"1122 Gjesdal","Rød valgallianse",2
"1122 Gjesdal","Det nye Folkepartiet (1973-1977)",117
"1122 Gjesdal","Anders Langes parti (1973)",114
"1122 Gjesdal","Ensliges parti",5
"1122 Gjesdal","Kvinnenes frie folkevalgte",1
"1122 Gjesdal","Norges demokratiske parti",2
"1122 Gjesdal","Sosialistisk Valgforbund (1973)",127
"1124 Sola","Arbeiderpartiet",1069
"1124 Sola","Høyre",825
"1124 Sola","Kristelig Folkeparti",912
"1124 Sola","Senterpartiet",813
"1124 Sola","Venstre",142
"1124 Sola","Rød valgallianse",1
"1124 Sola","Det nye Folkepartiet (1973-1977)",226
"1124 Sola","Anders Langes parti (1973)",642
"1124 Sola","Ensliges parti",6
"1124 Sola","Kvinnenes frie folkevalgte",1
"1124 Sola","Norges demokratiske parti",6
"1124 Sola","Sosialistisk Valgforbund (1973)",237
"1127 Randaberg","Arbeiderpartiet",477
"1127 Randaberg","Høyre",322
"1127 Randaberg","Kristelig Folkeparti",608
"1127 Randaberg","Senterpartiet",509
"1127 Randaberg","Venstre",55
"1127 Randaberg","Rød valgallianse",1
"1127 Randaberg","Det nye Folkepartiet (1973-1977)",112
